code,name,scie,regn,water,water_e,protcnt,protcnt_e,ash,ash_e,fatce,fatce_e,fibtg,fibtg_e,fibins,fibins_e,fibsol,fibsol_e,choavldf,choavldf_e,enerc,enerc_e,dhbenzac34,dhbenzac34_e,hbenzal3,hbenzal3_e,pcathac,pcathac_e,vanlac,vanlac_e,gallac,gallac_e,cinmac,cinmac_e,coumaco,coumaco_e,coumacp,coumacp_e,caffac,caffac_e,chlrac,chlrac_e,ferac,ferac_e,apigen,apigen_e,apigen6cgls,apigen6cgls_e,apigen7onshps,apigen7onshps_e,luteol,luteol_e,kaemf,kaemf_e,querce,querce_e,querce3bdgls,querce3bdgls_e,querce3ortns,querce3ortns_e,querce3bgls,querce3bgls_e,isormt,isormt_e,myrct,myrct_e,rsvrtol,rsvrtol_e,hespt,hespt_e,narng,narng_e,hespd,hespd_e,daidzn,daidzn_e,gnstein,gnstein_e,epicatec,epicatec_e,epicategc,epicategc_e,epicatgc3gal,epicatgc3gal_e,catec,catec_e,galcatecgal,galcatecgal_e,galcatec,galcatec_e,syrgac,syrgac_e,sinpac,sinpac_e,ellgac,ellgac_e,polyph,polyph_e,rafs,rafs_e,stas,stas_e,vers,vers_e,ajgs,ajgs_e,camt,camt_e,stgstr,stgstr_e,stostrb,stostrb_e,phytac,phytac_e,sapon,sapon_e,f4d0,f4d0_e,f6d0,f6d0_e,f8d0,f8d0_e,f10d0,f10d0_e,f12d0,f12d0_e,f14d0,f14d0_e,f16d0,f16d0_e,f18d0,f18d0_e,f20d0,f20d0_e,f22d0,f22d0_e,f24d0,f24d0_e,f14d1cn5,f14d1cn5_e,f16d1cn7,f16d1cn7_e,f18d1tn9,f18d1tn9_e,f18d1cn9,f18d1cn9_e,f20d1cn9,f20d1cn9_e,f22d1cn9,f22d1cn9_e,f18d2cn6,f18d2cn6_e,f18d3n3,f18d3n3_e,fasat,fasat_e,fams,fams_e,fapu,fapu_e,thia,thia_e,ribf,ribf_e,nia,nia_e,pantac,pantac_e,vitb6c,vitb6c_e,biot,biot_e,folsum,folsum_e,vitc,vitc_e,retol,retol_e,ergcal,ergcal_e,chocal,chocal_e,doh25,doh25_e,tocpha,tocpha_e,tocphb,tocphb_e,tocphg,tocphg_e,tocphd,tocphd_e,toctra,toctra_e,toctrb,toctrb_e,toctrg,toctrg_e,toctrd,toctrd_e,vite,vite_e,vitk1,vitk1_e,vitk2,vitk2_e,lutn,lutn_e,zea,zea_e,lycpn,lycpn_e,crypxb,crypxb_e,cartg,cartg_e,carta,carta_e,cartb,cartb_e,cartoid,cartoid_e,al,al_e,as,as_e,cd,cd_e,ca,ca_e,cr,cr_e,co,co_e,cu,cu_e,fe,fe_e,pb,pb_e,li,li_e,mg,mg_e,mn,mn_e,hg,hg_e,mo,mo_e,ni,ni_e,p,p_e,k,k_e,se,se_e,na,na_e,zn,zn_e,cho,cho_e,starch,starch_e,frus,frus_e,glus,glus_e,sucs,sucs_e,mals,mals_e,fsugar,fsugar_e,lactose,lactose_e,f24d1cn9,f24d1cn9_e,f20d2n6,f20d2n6_e,f20d4n6,f20d4n6_e,f11d0,f11d0_e,f15d0,f15d0_e,f20d3n6,f20d3n6_e,f20d5n3,f20d5n3_e,f22d6n3,f22d6n3_e,cholc,cholc_e,f22d2n6,f22d2n6_e,f22d5n3,f22d5n3_e,ala,ala_e,arg,arg_e,asp,asp_e,glu,glu_e,gly,gly_e,pro,pro_e,ser,ser_e,tyr,tyr_e,his,his_e,ile,ile_e,leu,leu_e,lys,lys_e,met,met_e,cys,cys_e,phe,phe_e,thr,thr_e,trp,trp_e,val,val_e,oxalt,oxalt_e,oxals,oxals_e,oxali,oxali_e,caconac,caconac_e,citac,citac_e,fumac,fumac_e,malac,malac_e,quinac,quinac_e,sucac,sucac_e,tarac,tarac_e
D034,"Capsicum, red",Capsicum annuum,4,92.99,1.47,1.47,0.36,0.76,0.14,0.47,0.05,2.19,0.17,1.58,0.13,0.61,0.1,2.14,1.06,83,24,0,0,0,0,0.58,0,1.02,0,0,0,0,0,0,0,0,0,0.84,0,1.58,0,3.82,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,1.09,0.12,0.35,0.25,4.19,1.53,17.68,0.52,0.47,0.15,0,0,0,0,0,0,0,0,0,0,4.83,0.34,54.51,1.15,20.15,0.4,1.01,0.06,2.44,0.31,3.45,0.34,0,0,4.14,0.17,0,0,43.51,0.52,0,0,0,0,180,1,37.77,0.56,86.39,1.81,47.65,0.52,217,1.2,0.1,0.042,0.03,0.014,0.66,0.21,0.25,0.03,0.24,0.007,5.47,0.98,62.54,2.15,112,5.5,0,0,0.52,0.11,0,0,0,0,0.19,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.02,28.42,8.83,0,0,165,33.2,18.28,6.66,0,0,0,0,0,0,0,0,246,47.2,3047,785,0.25,0.06,0,0,0.001,0.001,15.76,1.11,0.008,0.002,0.001,0,0.07,0.01,0.38,0.05,0.001,0.001,0.001,0,19.57,5.45,0.24,0.12,0,0,0,0,0.005,0.004,30.81,5.81,224,24.7,0.34,0.05,1.7,0.14,0.34,0.06,1.01,0.05,0.08,0.02,0.34,0.03,0.26,0.02,0.33,0.01,0,0,0.93,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0.22,3.36,0.24,14.28,1.32,25.17,0.94,5.69,0.32,2.97,0.16,4.84,0.29,2.89,0.13,1.16,0.15,3.61,0.17,5.4,0.21,3.67,0.12,1.1,0.14,1.13,0.15,3.16,0.4,4.14,0.17,0.92,0.12,5.17,0.26,16.28,4.34,10.73,0.98,5.54,3.61,0,0,33.39,9.88,0.41,0.11,116,8.2,5.1,2.99,151,40.3,0,0
D035,"Capsicum, yellow",Capsicum annuum,4,93.38,0.37,1.35,0.35,0.72,0.12,0.41,0.02,2.19,0.13,1.39,0.06,0.8,0.08,1.95,0.16,78,4,0,0,0,0,0.48,0,0.41,0,0,0,0,0,0,0,0,0,0.35,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0.79,0.48,0.23,0.05,6.18,2.97,14.81,0,0.31,0,0,0,0,0,0,0,0,0,0,0,4.03,0.05,65.88,1.32,25.21,0.8,1.68,0.1,2.66,0.18,2.84,0.22,0,0,4.11,0.3,0,0,51.44,1.22,0,0,0,0,161,1.3,39.49,0.73,102,2.2,55.55,1.49,201,1.3,0.14,0.012,0.02,0.009,0.59,0.2,0.21,0.02,0.25,0.04,6.33,0.85,66.15,2.56,127,12.5,0,0,0.89,0.18,0,0,0,0,0.18,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.03,35.25,12.82,0,0,280,57.2,17.95,5.26,0,0,0,0,0,0,0,0,166,15,2717,203,0.23,0.07,0.03,0.02,0.001,0,19.13,4.17,0.036,0.015,0.003,0.001,0.09,0.02,0.69,0.12,0.007,0.002,0.001,0,17.23,4.3,0.17,0.05,0,0,0,0,0.008,0.002,43.33,10.64,242,45.6,0.28,0.09,1.56,0.18,0.26,0.08,1.1,0.03,0.12,0.01,0.38,0.02,0.25,0.03,0.35,0.03,0,0,0.97,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34,0.26,3.84,0.36,14.95,1.18,24.51,0.15,5.22,0.43,2.45,0.14,4.96,0.25,2.93,0.19,1.13,0.23,3.92,0.2,5.29,0.28,3.8,0.33,1.18,0.2,1.19,0.21,2.98,0.19,4.31,0.71,0.99,0.22,5.24,0.48,18.07,2.72,11.03,1.22,7.04,3.82,0,0,56.43,17.52,1.03,0.32,115,10.1,0,0,127,19.5,0,0
D036,Cauliflower,Brassica oleracea,6,90.76,0.22,2.15,0.15,0.91,0.1,0.44,0.03,3.71,0.27,2.66,0.35,1.04,0.13,2.03,0.22,96,5,0,0,0,0,0.88,0.05,0,0,0.69,0.05,0,0,0,0,0.57,0.07,1.4,0.29,0,0,1.49,0.2,0,0,0,0,0,0,0.26,0.03,0.55,0.03,0.4,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.01,0.14,0.02,0,0,32.41,0.92,0,0,0,0,0,0,0,0,1.84,0.06,1.3,0.13,12.56,0.49,18.48,1.72,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0.2,88.5,5.84,15.93,1.08,4.27,0.3,2.09,0.22,4.35,0.81,0,0,0,0,0,0,24.83,1.38,0,0,0,0,99,9.9,117,8.7,117,7.8,24.83,1.38,216,14.6,0.04,0.003,0.07,0.007,0.31,0.02,0.62,0.09,0.13,0.02,2.47,0.29,45.95,2.95,47.14,7.47,0,0,1.32,0.16,0,0,0,0,0.02,0,0,0,0,0,0.09,0.01,0,0,0,0,0,0,0,0,0.02,0,14.33,0.34,0,0,31.3,7.69,5.77,2.61,0,0,0,0,0,0,0,0,1.59,0.66,50.48,4.22,0.17,0.13,0,0,0,0,25.16,3.47,0.007,0.003,0.001,0.001,0.05,0.03,0.96,0.34,0.004,0.001,0.001,0,23.08,4.37,0.23,0.08,0,0,0.002,0.001,0.013,0.005,47.33,10.61,329,56.3,0.47,0.06,30.72,3.83,0.31,0.11,1.05,0.07,0.59,0.11,0.27,0.06,0.14,0.03,0.06,0.06,0,0,0.47,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96,1,4.15,0.94,10.61,1.49,20.7,2.88,4.15,0.31,3.45,0.76,5.15,0.61,2.89,0.34,1.8,0.19,3.84,0.45,6.01,0.86,4.13,0.41,1.01,0.1,0.56,0.1,3.88,0.49,4.02,0.33,1.06,0.06,5.81,0.89,9.82,1.49,1.88,0.83,7.95,1.59,0.25,0.05,104,1.8,4.6,0.68,11.04,0.87,4.94,0.81,282,5.6,4.25,2.38
D037,Celery stalk,Apium graveolens,3,92.87,0.22,0.98,0.13,1.5,0.16,0.24,0.04,2.09,0.13,1.57,0.07,0.52,0.16,2.33,0.23,69,6,0,0,0,0,0.32,0.04,0,0,0,0,0,0,0,0,0,0,0.3,0.05,0.26,0.05,0.25,0.02,0.37,0.01,0,0,0,0,0.32,0.07,0,0,0.66,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.21,0,0,0,0,0,0,0,0,4.75,0.08,0.39,0.01,4.12,0.07,25.66,2.55,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,56.15,7.07,6.61,0.74,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0.81,0,0,0,0,99,13.1,32.33,2.43,62.76,7.71,5.94,0.81,131,15.5,0.03,0.007,0.04,0.008,0.48,0.05,0.42,0.02,0.06,0.01,2.09,0.08,22.48,1.33,12.3,2.89,0,0,1.39,0.07,0,0,0,0,0.03,0.03,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0.03,0.03,25.87,3.13,0,0,161,15.4,2.61,1.56,0,0,0,0,0,0,0,0,465,57.3,2439,280,1.32,0.34,0.51,0.1,0.002,0.001,38.73,3.38,0.016,0.006,0.001,0,0.12,0.12,1.36,0.41,0.003,0.001,0.001,0.001,17.12,6.63,0.24,0.04,0,0,0,0,0.011,0.001,44.84,9.18,298,10.1,3.59,1.27,10.68,0.05,0.18,0.03,1.42,0.08,0.68,0.03,0.15,0.03,0.25,0.04,0.35,0.02,0,0,0.75,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0.1,3.53,0.51,20.42,1.44,25.87,1.94,3.61,0.13,2.85,0.4,4.29,0.28,2.21,0.04,1.43,0.13,2.93,0.14,4.44,0.45,3.32,0.21,0.9,0.05,0.45,0.07,2.92,0.53,3.71,0.56,1.15,0.03,4.64,0.15,54.23,7.31,23.18,3.1,31.04,10.38,0,0,158,3.4,0,0,5.96,0.75,51.46,2.07,9.36,0.58,0,0
D038,Cho-cho-marrow,Sechium edule,4,93.78,0.12,0.66,0.07,0.38,0.05,0.15,0.03,1.55,0.08,1.19,0.07,0.36,0.12,3.47,0.18,79,2,0.38,0.06,0,0,0,0,0,0,0,0,0.36,0.04,0,0,0,0,0.05,0.01,0.66,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0.75,0,0,0,0,0,0,0,0,0.08,0.01,0.44,0.03,1.66,0.21,19.42,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3.49,7.86,0.96,1.3,0.05,1.9,0.18,1.19,0.04,0,0,0,0,0,0,13.3,1.26,0,0,0,0,12.6,1.51,9.98,0.81,76.12,4.59,13.3,1.26,22.58,2.22,0.01,0,0.03,0.003,0.23,0.02,0.21,0.01,0.07,0.015,1.06,0.03,63.03,9.04,20.21,5.48,0,0,5.46,0.18,0,0,0,0,0.01,0.01,0,0,0.57,0.02,0,0,0.06,0.01,0,0,0,0,0,0,0.09,0.01,1.78,0.21,0,0,8.56,1.67,1.8,1.29,0,0,0,0,0,0,0,0,1.57,0.31,24.53,9.12,0,0,0,0,0,0,18.64,2.31,0.006,0.002,0.001,0.001,0.05,0.01,0.48,0.11,0,0,0,0,13.05,1.03,0.17,0.09,0,0,0.002,0.001,0.008,0.005,21.61,4.89,120,20.8,0.16,0.05,1.28,0.05,0.1,0.03,1.93,0.03,1.17,0.02,0.4,0.01,0.25,0.02,0.12,0.01,0,0,0.76,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29,0.79,4.01,1.93,13.25,2.43,16.75,1.63,4.85,0.54,4.18,0.85,5.9,0.81,3.35,0.92,1.82,0.54,4.72,0.68,8.64,0.94,3.56,0.56,1.29,0.17,0.7,0.17,4.65,0.54,4.57,0.67,0.86,0.09,6.71,0.69,1.55,0.45,1.14,0.41,0.41,0.2,0.13,0.02,60.1,4.56,0,0,0,0,37.3,4.21,32.49,3.3,0.51,0.26
D039,Cluster beans,Cyamopsis tetragonobola,6,84.65,0.83,3.55,0.38,1.68,0.13,0.37,0.04,4.83,0.54,3.55,0.48,1.28,0.13,4.91,0.58,168,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.78,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.15,3.94,0,0,0,0,0,0,0,0,1.03,0.03,8.83,0.08,16.5,0.26,8.66,0.19,2.44,1.18,0,0,0,0,0,0,0,0,0,0,0,0,64.93,3.4,21.69,0.93,8.46,0.47,6.62,0.79,5.24,0.49,0,0,0,0,0,0,30.24,1.96,0,0,0,0,84.74,4.28,63.4,4.85,107,5.1,30.24,1.96,148,7,0.05,0.006,0.03,0.005,0.71,0.05,0.35,0.03,0.12,0.008,5.35,0.7,41.24,4.35,17.96,5.83,0,0,13.72,0.29,0,0,0,0,0.77,0.04,0,0,0.31,0.04,0.04,0,0,0,0,0,0.06,0.01,0,0,0.81,0.04,23.7,0.3,0,0,538,164,21.49,8.5,0,0,0,0,0,0,0,0,241,32.8,1192,250,0.33,0.08,0,0,0,0,121,17.8,0.013,0.004,0.004,0,0.14,0.02,3.9,0.66,0,0,0.001,0.001,81.74,10.44,0.39,0.12,0,0,0.022,0.007,0.057,0.016,45.28,4.07,301,47.7,1.59,0.51,4.05,0.73,0.61,0.13,4.54,0.04,4.42,0.03,0,0,0.1,0.01,0.02,0.01,0,0,0.12,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,1.05,6.48,0.49,18.73,3.01,11,1.56,4.44,0.51,3.9,0.42,4.15,0.77,4.17,0.84,1.75,0.33,2.68,1.05,4.68,0.73,3.09,0.56,0.82,0.03,1.02,0.2,2.99,0.99,3.27,0.86,0.91,0.16,3.96,1.01,16.49,1.45,8.55,0.23,8.58,1.1,0.03,0.01,92.19,1.95,1.36,0.56,6.02,1.12,45.46,1.06,227,1.8,0,0
D040,"Colocasia, stem, black",Colocasia antiquorum,1,91.15,0,0.76,0,0.91,0,0.34,0,3.01,0,1.81,0,1.2,0,3.83,0,100,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,3.82,0,4.18,0,3.12,0,0,0,1.04,0,0,0,0,0,1.38,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.68,0,0,0,0,0,0,0,0,0,3.15,0,2.03,0,16.77,0,25.85,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,85.69,0,8.24,0,2.1,0,3.98,0,2.93,0,0,0,1.86,0,0,0,13.12,0,0,0,0,0,113,0,41.36,0,103,0,14.98,0,154,0,0.02,0,0.04,0,0.16,0,0.47,0,0.06,0,3.8,0,30.88,0,5.15,0,0,0,0.21,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,35.75,0,0,0,97.12,0,5.3,0,0,0,0,0,0,0,0,0,4.97,0,631,0,0,0,1.16,0,0.001,0,29.46,0,0.015,0,0.002,0,0.05,0,0.77,0,0,0,0,0,11.07,0,2,0,0,0,0.003,0,0.013,0,20.31,0,381,0,0.82,0,0.45,0,0.54,0,1.08,0,0.55,0,0.37,0,0.16,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77,0,4.52,0,13.23,0,16.36,0,5.87,0,4.63,0,5.53,0,3.56,0,2.28,0,4.1,0,7.53,0,4.09,0,1.22,0,1.51,0,4.06,0,4.28,0,0.75,0,5.96,0,250,0,177,0,73.74,0,0,0,20.3,0,4.65,0,296,0,0,0,62.6,0,0,0
D041,"Colocasia, stem, green",Colocasia antiquorum,5,92.67,0.44,0.91,0.16,1,0.04,0.22,0.02,2.33,0.06,1.26,0.03,1.07,0.08,2.86,0.34,81,7,0,0,0,0,0,0,0,0,0.6,0.37,0,0,0,0,1.38,0.76,1.28,0.59,1.4,0.53,0,0,0.3,0.04,0,0,0,0,0.27,0.04,0,0,1.53,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,1.69,0,0,0,0,0,0,0,0,3.42,0.06,2.03,0.02,17.77,0.06,26.49,0.68,0.56,0.02,0,0,0,0,0,0,0,0,0,0,0,0,53.81,5.81,7.73,0.93,1.42,0.21,2.51,0.42,2.06,0.41,0,0,1.42,0.16,0,0,6.37,1.14,0,0,0,0,82.53,6.81,27.75,3.65,67.53,6.04,7.78,1.21,110,10.4,0.02,0.004,0.03,0.013,0.22,0.03,0.5,0.12,0.07,0.007,3.46,0.37,25.32,3,5.83,1.28,0,0,0.14,0.03,0,0,0,0,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.03,33.68,6.36,0,0,99.6,19.5,1.96,0.9,0,0,0,0,0,0,0,0,2.3,1.25,597,153,0,0,1.58,1.42,0,0,40.21,6.92,0.02,0.006,0.002,0.002,0.08,0.03,0.55,0.22,0,0,0.001,0.001,19.56,4.36,0.37,0.2,0,0,0.005,0.004,0.008,0.003,30.73,6.04,414,85.6,1.48,0.76,0.6,0.15,0.2,0.08,1.14,0.2,0.89,0.19,0.09,0.02,0.16,0.08,0,0,0,0,0.25,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37,1.23,4.7,0.63,11.84,1.78,18.86,2.51,6.69,1.43,4.14,0.75,4.94,0.8,3.08,0.47,2.37,0.51,4.26,0.53,7.2,0.53,3.33,0.97,1.2,0.19,0.8,0.2,4.14,0.48,4.22,0.34,0.73,0.1,5.96,0.35,229,48.1,172,14.4,64.37,37.16,0,0,24.01,1.37,0.15,0.02,156,2.8,0,0,96.99,1.38,0,0
D042,"Corn, Baby",Zea mays,6,75.44,0.98,2.69,0.23,2.79,0.21,1.33,0.23,6.09,0.5,4.47,0.28,1.62,0.31,11.66,1.4,306,18,0.03,0.01,0,0,0.13,0.03,1.2,0.11,0,0,0,0,0,0,0.2,0.15,0.31,0.1,0.76,0.01,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0.08,0.02,0,0.01,0,0,0,0,0,3.82,0,4.69,0,20.2,0,26.44,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0.6,31.08,0.93,0,0,0,0,0,0,0,0,0,0,0,0,384,2.2,7.48,0.4,0,0,433,2,25.69,1.05,211,1.3,392,2.5,459,2,0.15,0.054,0.07,0.032,0.53,0.07,0.94,0.16,0.16,0.046,0.79,0.08,45.53,11.69,8.59,1.48,0,0,31.2,3.77,0,0,0,0,0.13,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.02,75.05,0,0,0,5.79,3.45,1.9,0.84,0,0,0,0,0,0,0,0,1.52,0.33,72.89,13.79,0,0,0,0,0,0,76.51,13.84,0.002,0.001,0.001,0,0.12,0.03,1.45,0.23,0,0,0,0,25.47,2.17,0.19,0.03,0,0,0,0,0,0,8.69,1.35,260,19.4,0.22,0.05,1.4,0.69,1.13,0.22,4.61,0.05,4.12,0.03,0.2,0.02,0.15,0.02,0.14,0.03,0,0,0.49,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,0.26,5.9,0.18,12.4,1.31,17.2,0.55,5.84,0.21,4.66,0.31,4.23,0.34,3.15,0.27,2.13,0.16,4.35,0.28,8.03,0.3,3.36,0.39,1.59,0.29,1.27,0.13,4.85,0.17,4.83,0.34,0.96,0.18,4.87,0.33,9.22,3.75,4.94,3.44,4.27,0.69,0.29,0,21.14,15,4.15,2.34,0,0,5.57,2.27,60.48,19.84,4.38,1.77
D043,"Cucumber, green, elongate",Cucumis sativus,6,92.96,0.48,0.71,0.11,0.54,0.06,0.16,0.04,2.14,0.42,1.52,0.43,0.63,0.11,3.48,0.47,82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.39,0,0,0,0,0,0,0.1,0.04,0.07,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,0.7,0,0,0,0,0,0,0,0,1.36,0.09,0.34,0.03,7.54,0.15,17.52,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.14,50.34,6.34,8.87,0.99,0.94,0.15,1.05,0.22,2.11,0.56,0,0,1.98,0.29,0,0,8.58,1.17,0,0,0,0,59.3,7.23,8.63,1.02,64.17,7.74,10.57,1.32,67.93,8.19,0.02,0.003,0.01,0,0.35,0.04,0.45,0.04,0.06,0.013,2.82,0.47,16.84,3.17,6.11,1.49,0,0,1.26,0.22,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,8.2,1.25,0,0,2.22,1.12,0,0,0,0,0,0,0,0,0,0,5.33,0.93,171,46.8,0.07,0.07,0,0,0,0,16.39,3.74,0.006,0.002,0.002,0.001,0.04,0.01,0.46,0.21,0.001,0,0.002,0.002,20.38,4.95,0.08,0.03,0,0,0.002,0.002,0.008,0.002,28.34,4.85,183,36.6,0.17,0.07,6.33,0.2,0.17,0.02,0.76,0.13,0.5,0.1,0.25,0.03,0.02,0.01,0,0,0,0,0.27,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,1.41,4.47,0.44,6.96,0.92,22.84,2.45,4.47,0.52,3.3,0.49,3.79,0.68,2.98,0.46,1.92,0.27,4.14,0.47,6.94,0.63,3.15,0.3,1.06,0.22,0.64,0.14,3.17,0.45,3.13,0.72,0.27,0.12,6.09,0.88,12.13,1.56,2.28,0.05,9.84,1.58,0,0,81.51,17.01,4.13,0.44,68.75,8.77,4.97,2.73,40.7,5.4,0,0
D044,"Cucumber, green, short",Cucumis sativus,6,93.52,0.44,0.83,0.14,0.52,0.06,0.18,0.05,2.13,0.26,1.6,0.33,0.54,0.16,2.82,0.49,73,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.41,0,0,0,0,0,0,0.09,0.03,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.92,0.86,0,0,0,0,0,0,0,0,1.36,0.13,0.35,0.02,7.57,0.27,16.35,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.15,52.54,6.03,8.8,0.93,1.29,0.12,1.97,0.66,2.11,0.4,0,0,1.16,0.36,0,0,7.24,0.92,0,0,0,0,35.73,3.8,16.1,1.9,67.77,7.52,8.4,1.02,51.83,5.32,0.02,0.005,0.01,0,0.35,0.04,0.32,0.06,0.07,0.008,2.97,0.73,14.67,1.24,6.21,2.14,0,0,1.36,0.19,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,8,1.51,0,0,4.86,1.82,0,0,0,0,0,0,0,0,0,0,4.8,1.45,172,44.8,0.05,0.05,0,0,0,0,19.25,3.46,0.005,0.002,0.002,0.001,0.07,0.05,0.59,0.12,0.001,0,0.002,0.001,18.48,5.63,0.09,0.02,0,0,0.001,0.001,0.008,0.002,29.74,7.59,198,56.4,0.19,0.08,6.11,0.14,0.19,0.05,0.79,0.11,0.58,0.12,0.19,0.04,0.02,0.01,0,0,0,0,0.21,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12,0.81,4.96,1.46,7.03,0.1,24.25,3.15,4.94,0.87,3.68,0.35,3.94,0.72,2.58,0.32,1.84,0.28,3.77,0.47,6.11,0.37,3.38,0.29,0.87,0.15,0.79,0.22,4.14,0.05,3.14,0.16,0.66,0.14,5.22,0.38,10.49,1.31,2.27,0.05,8.22,1.31,0,0,60.82,11.41,3.5,0.55,67.07,5.09,3.38,1.81,47.4,6.19,0,0
