recipe_id,ingredient_number,ingredient_name,quantity,category
RCP00059,2,Garlic,9 cloves,Vegetables
RCP00059,3,Salt,to taste,Others
RCP00059,4,Mutton,543g,Proteins
RCP00059,5,Bell Pepper,1 medium,Vegetables
RCP00059,6,Cashews,4 tbsp,Others
RCP00059,7,Mustard Seeds,4 tbsp,Others
RCP00059,8,Bell Pepper,2 medium,Vegetables
RCP00059,9,Cumin,1 tsp,Spices
RCP00059,10,Bell Pepper,1 medium,Vegetables
RCP00059,11,Curry Leaves,2 tbsp,Aromatics
RCP00059,12,Salt,3 tbsp,Others
RCP00059,13,Cinnamon,2 tsp,Spices
RCP00060,1,Onion,3 medium,Vegetables
RCP00060,2,Garlic,9 cloves,Vegetables
RCP00060,3,Salt,to taste,Others
RCP00060,4,Eggs,320g,Proteins
RCP00060,5,Paneer,437 ml,Dairy
RCP00060,6,Sugar,1 tbsp,Others
RCP00060,7,Cauliflower,2 medium,Vegetables
RCP00060,8,Black Pepper,2 tsp,Spices
RCP00060,9,Mint Leaves,1 tbsp,Aromatics
RCP00060,10,Sesame Seeds,2 tbsp,Others
RCP00060,11,Bay Leaf,1 tsp,Spices
RCP00061,1,Onion,1 medium,Vegetables
RCP00061,2,Garlic,8 cloves,Vegetables
RCP00061,3,Salt,to taste,Others
RCP00061,4,Lentils (Dal),471g,Proteins
RCP00061,5,Fenugreek Leaves,2 tbsp,Aromatics
RCP00061,6,Fenugreek Leaves,2 tbsp,Aromatics
RCP00061,7,Paneer,4 tbsp,Proteins
RCP00061,8,Butter,118 ml,Dairy
RCP00061,9,Salt,2 tbsp,Others
RCP00061,10,Ghee,441 ml,Dairy
RCP00061,11,Semolina,296 g,Grains
RCP00061,12,Onion,1 medium,Vegetables
RCP00061,13,Bay Leaf,1 tsp,Spices
RCP00062,1,Onion,1 medium,Vegetables
RCP00062,2,Garlic,9 cloves,Vegetables
RCP00062,3,Salt,to taste,Others
RCP00062,4,Chicken,323g,Proteins
RCP00062,5,Cinnamon,2 tsp,Spices
RCP00062,6,Water,1 tbsp,Liquids
RCP00062,7,Water,3 tbsp,Liquids
RCP00062,8,Salt,4 tbsp,Others
RCP00062,9,Curry Leaves,4 tbsp,Aromatics
RCP00062,10,Curry Leaves,3 tbsp,Aromatics
RCP00062,11,Basmati Rice,253 g,Grains
RCP00062,12,Peas,1 medium,Vegetables
RCP00062,13,Fresh Coriander,4 tbsp,Aromatics
RCP00063,1,Onion,1 medium,Vegetables
RCP00063,2,Garlic,9 cloves,Vegetables
RCP00063,3,Salt,to taste,Others
RCP00063,4,Chicken,333g,Proteins
RCP00063,5,Shrimp,2 tbsp,Proteins
RCP00063,6,Oil,4 tbsp,Liquids
RCP00064,1,Onion,2 medium,Vegetables
RCP00064,2,Garlic,5 cloves,Vegetables
RCP00064,3,Salt,to taste,Others
RCP00064,4,Beef,819g,Proteins
RCP00064,5,Vinegar,3 tbsp,Liquids
RCP00064,6,Almonds,2 tbsp,Others
RCP00065,1,Onion,2 medium,Vegetables
RCP00065,2,Garlic,9 cloves,Vegetables
RCP00065,3,Salt,to taste,Others
RCP00065,4,Eggs,335g,Proteins
RCP00065,5,Black Pepper,2 tsp,Spices
RCP00065,6,Eggs,2 tbsp,Proteins
RCP00065,7,Garam Masala,2 tsp,Spices
RCP00065,8,Tofu,2 tbsp,Proteins
RCP00066,1,Onion,2 medium,Vegetables
RCP00066,2,Garlic,4 cloves,Vegetables
RCP00066,3,Salt,to taste,Others
RCP00066,4,Paneer,834g,Proteins
RCP00066,5,Spinach,1 medium,Vegetables
RCP00066,6,Tomato,2 medium,Vegetables
RCP00066,7,Red Chili Powder,2 tsp,Spices
RCP00066,8,Coconut Milk,1 tbsp,Liquids
RCP00066,9,Water,1 tbsp,Liquids
RCP00066,10,Tofu,2 tbsp,Proteins
RCP00066,11,All-Purpose Flour,207 g,Grains
RCP00066,12,Garlic,2 medium,Vegetables
RCP00067,1,Onion,1 medium,Vegetables
RCP00067,2,Garlic,8 cloves,Vegetables
RCP00067,3,Salt,to taste,Others
RCP00067,4,Chicken,633g,Proteins
RCP00067,5,Basmati Rice,295 g,Grains
RCP00067,6,Butter,243 ml,Dairy
RCP00067,7,Paneer,285 ml,Dairy
RCP00067,8,Tamarind Paste,1 tbsp,Liquids
RCP00067,9,Chickpea Flour,277 g,Grains
RCP00067,10,Vinegar,1 tbsp,Liquids
RCP00067,11,Semolina,385 g,Grains
RCP00067,12,Fish,3 tbsp,Proteins
RCP00068,1,Onion,3 medium,Vegetables
RCP00068,2,Garlic,7 cloves,Vegetables
RCP00068,3,Salt,to taste,Others
RCP00068,4,Fish,586g,Proteins
RCP00068,5,Raisins,3 tbsp,Others
RCP00069,1,Onion,2 medium,Vegetables
RCP00069,2,Garlic,8 cloves,Vegetables
RCP00069,3,Salt,to taste,Others
RCP00069,4,Paneer,694g,Proteins
RCP00069,5,Coconut Milk,1 tbsp,Liquids
RCP00069,6,Cinnamon,1 tsp,Spices
RCP00069,7,All-Purpose Flour,299 g,Grains
RCP00069,8,Curry Leaves,3 tbsp,Aromatics
RCP00069,9,Fresh Coriander,1 tbsp,Aromatics
RCP00069,10,Potato,1 medium,Vegetables
RCP00069,11,Mutton,1 tbsp,Proteins
RCP00069,12,Chickpea Flour,359 g,Grains
RCP00069,13,Oil,4 tbsp,Liquids
RCP00069,14,Paneer,281 ml,Dairy
RCP00070,1,Onion,3 medium,Vegetables
RCP00070,2,Garlic,6 cloves,Vegetables
RCP00070,3,Salt,to taste,Others
RCP00070,4,Shrimp,460g,Proteins
RCP00070,5,Paneer,413 ml,Dairy
RCP00070,6,Coriander,1 tsp,Spices
RCP00070,7,Potato,1 medium,Vegetables
RCP00070,8,Water,3 tbsp,Liquids
RCP00070,9,Eggs,4 tbsp,Proteins
RCP00070,10,Tomato,2 medium,Vegetables
RCP00071,1,Onion,3 medium,Vegetables
RCP00071,2,Garlic,8 cloves,Vegetables
RCP00071,3,Salt,to taste,Others
RCP00071,4,Paneer,407g,Proteins
RCP00071,5,Chickpeas,3 tbsp,Proteins
RCP00071,6,Peas,2 medium,Vegetables
RCP00071,7,Bell Pepper,1 medium,Vegetables
RCP00071,8,Semolina,389 g,Grains
RCP00071,9,Sesame Seeds,2 tbsp,Others
RCP00072,1,Onion,2 medium,Vegetables
RCP00072,2,Garlic,8 cloves,Vegetables
RCP00072,3,Salt,to taste,Others
RCP00072,4,Lentils (Dal),385g,Proteins
RCP00072,5,Water,1 tbsp,Liquids
RCP00072,6,Garam Masala,1 tsp,Spices
RCP00073,1,Onion,1 medium,Vegetables
RCP00073,2,Garlic,6 cloves,Vegetables
RCP00073,3,Salt,to taste,Others
RCP00073,4,Shrimp,342g,Proteins
RCP00073,5,Sugar,1 tbsp,Others
RCP00073,6,Fresh Coriander,3 tbsp,Aromatics
RCP00073,7,Cinnamon,2 tsp,Spices
RCP00073,8,Fenugreek Leaves,1 tbsp,Aromatics
RCP00073,9,Lemon Juice,4 tbsp,Liquids
RCP00073,10,Wheat Flour,271 g,Grains
RCP00073,11,Chickpeas,1 tbsp,Proteins
RCP00073,12,Fresh Coriander,1 tbsp,Aromatics
RCP00073,13,Almonds,3 tbsp,Others
RCP00074,1,Onion,2 medium,Vegetables
RCP00074,2,Garlic,7 cloves,Vegetables
RCP00074,3,Salt,to taste,Others
RCP00074,4,Eggs,493g,Proteins
RCP00074,5,Cashews,2 tbsp,Others
RCP00074,6,Ginger,2 medium,Vegetables
RCP00074,7,Yogurt,465 ml,Dairy
RCP00074,8,Basmati Rice,246 g,Grains
RCP00074,9,Cloves,1 tsp,Spices
RCP00074,10,All-Purpose Flour,402 g,Grains
RCP00074,11,Eggs,1 tbsp,Proteins
RCP00074,12,Paneer,1 tbsp,Proteins
RCP00075,1,Onion,2 medium,Vegetables
RCP00075,2,Garlic,7 cloves,Vegetables
RCP00075,3,Salt,to taste,Others
RCP00075,4,Tofu,745g,Proteins
RCP00075,5,Salt,4 tbsp,Others
RCP00075,6,Mint Leaves,4 tbsp,Aromatics
RCP00075,7,Tamarind Paste,2 tbsp,Liquids
RCP00075,8,Fresh Coriander,2 tbsp,Aromatics
RCP00076,1,Onion,2 medium,Vegetables
RCP00076,2,Garlic,5 cloves,Vegetables
RCP00076,3,Salt,to taste,Others
RCP00076,4,Chicken,429g,Proteins
RCP00076,5,Milk,309 ml,Dairy
RCP00076,6,Yogurt,104 ml,Dairy
RCP00077,1,Onion,1 medium,Vegetables
RCP00077,2,Garlic,7 cloves,Vegetables
RCP00077,3,Salt,to taste,Others
RCP00077,4,Shrimp,515g,Proteins
RCP00077,5,Garlic,1 medium,Vegetables
RCP00077,6,Bay Leaf,1 tsp,Spices
RCP00077,7,Red Chili Powder,2 tsp,Spices
RCP00077,8,Cashews,1 tbsp,Others
RCP00077,9,Cream,257 ml,Dairy
RCP00077,10,Eggs,4 tbsp,Proteins
RCP00077,11,Curry Leaves,2 tbsp,Aromatics
RCP00077,12,Eggs,2 tbsp,Proteins
RCP00077,13,Butter,212 ml,Dairy
RCP00078,1,Onion,1 medium,Vegetables
RCP00078,2,Garlic,6 cloves,Vegetables
RCP00078,3,Salt,to taste,Others
RCP00078,4,Beef,819g,Proteins
RCP00078,5,Onion,1 medium,Vegetables
RCP00078,6,Black Pepper,2 tsp,Spices
RCP00078,7,Fenugreek Leaves,3 tbsp,Aromatics
RCP00078,8,Tamarind Paste,2 tbsp,Liquids
RCP00078,9,Oil,3 tbsp,Liquids
RCP00078,10,Curry Leaves,3 tbsp,Aromatics
RCP00078,11,Onion,2 medium,Vegetables
RCP00078,12,Mint Leaves,2 tbsp,Aromatics
RCP00078,13,Paneer,1 tbsp,Proteins
RCP00079,1,Onion,3 medium,Vegetables
RCP00079,2,Garlic,4 cloves,Vegetables
RCP00079,3,Salt,to taste,Others
RCP00079,4,Chickpeas,268g,Proteins
RCP00079,5,Fresh Coriander,4 tbsp,Aromatics
RCP00079,6,Tofu,3 tbsp,Proteins
RCP00079,7,Semolina,412 g,Grains
RCP00079,8,Cashews,2 tbsp,Others
RCP00079,9,Water,1 tbsp,Liquids
RCP00079,10,Fenugreek Leaves,1 tbsp,Aromatics
RCP00079,11,Tamarind Paste,3 tbsp,Liquids
RCP00079,12,Cashews,1 tbsp,Others
RCP00079,13,Butter,345 ml,Dairy
RCP00080,1,Onion,1 medium,Vegetables
RCP00080,2,Garlic,3 cloves,Vegetables
RCP00080,3,Salt,to taste,Others
RCP00080,4,Eggs,243g,Proteins
RCP00080,5,Milk,125 ml,Dairy
RCP00080,6,Salt,2 tbsp,Others
RCP00080,7,Chicken,3 tbsp,Proteins
RCP00080,8,Cashews,4 tbsp,Others
RCP00080,9,Mint Leaves,1 tbsp,Aromatics
RCP00080,10,Fenugreek Leaves,1 tbsp,Aromatics
RCP00080,11,Milk,450 ml,Dairy
RCP00080,12,Potato,2 medium,Vegetables
RCP00080,13,Mustard Seeds,2 tbsp,Others
RCP00081,1,Onion,1 medium,Vegetables
RCP00081,2,Garlic,3 cloves,Vegetables
RCP00081,3,Salt,to taste,Others
RCP00081,4,Paneer,989g,Proteins
RCP00081,5,Almonds,3 tbsp,Others
RCP00081,6,Lentils (Dal),4 tbsp,Proteins
RCP00081,7,Black Pepper,2 tsp,Spices
RCP00081,8,Yogurt,189 ml,Dairy
RCP00082,1,Onion,1 medium,Vegetables
RCP00082,2,Garlic,5 cloves,Vegetables
RCP00082,3,Salt,to taste,Others
RCP00082,4,Fish,696g,Proteins
RCP00082,5,Paneer,1 tbsp,Proteins
RCP00082,6,Peas,1 medium,Vegetables
RCP00082,7,Almonds,3 tbsp,Others
RCP00082,8,Fish,3 tbsp,Proteins
RCP00082,9,Cashews,4 tbsp,Others
RCP00083,1,Onion,3 medium,Vegetables
RCP00083,2,Garlic,6 cloves,Vegetables
RCP00083,3,Salt,to taste,Others
RCP00083,4,Paneer,339g,Proteins
RCP00083,5,Cashews,1 tbsp,Others
RCP00083,6,Cumin,1 tsp,Spices
RCP00084,1,Onion,2 medium,Vegetables
RCP00084,2,Garlic,5 cloves,Vegetables
RCP00084,3,Salt,to taste,Others
RCP00084,4,Paneer,902g,Proteins
RCP00084,5,Milk,352 ml,Dairy
RCP00084,6,Yogurt,113 ml,Dairy
RCP00084,7,Curry Leaves,2 tbsp,Aromatics
RCP00084,8,Fresh Coriander,4 tbsp,Aromatics
RCP00085,1,Onion,3 medium,Vegetables
RCP00085,2,Garlic,6 cloves,Vegetables
RCP00085,3,Salt,to taste,Others
RCP00085,4,Eggs,243g,Proteins
RCP00085,5,Raisins,3 tbsp,Others
RCP00085,6,Tamarind Paste,4 tbsp,Liquids
RCP00085,7,Fenugreek Leaves,3 tbsp,Aromatics
RCP00086,1,Onion,1 medium,Vegetables
RCP00086,2,Garlic,4 cloves,Vegetables
RCP00086,3,Salt,to taste,Others
RCP00086,4,Eggs,229g,Proteins
RCP00086,5,Semolina,430 g,Grains
RCP00086,6,Salt,3 tbsp,Others
RCP00086,7,Mustard Seeds,2 tbsp,Others
RCP00087,1,Onion,3 medium,Vegetables
RCP00087,2,Garlic,4 cloves,Vegetables
RCP00087,3,Salt,to taste,Others
RCP00087,4,Mutton,394g,Proteins
RCP00087,5,Fresh Coriander,3 tbsp,Aromatics
RCP00087,6,Mutton,1 tbsp,Proteins
RCP00087,7,Milk,433 ml,Dairy
RCP00088,1,Onion,1 medium,Vegetables
RCP00088,2,Garlic,7 cloves,Vegetables
RCP00088,3,Salt,to taste,Others
RCP00088,4,Mutton,679g,Proteins
RCP00088,5,Sesame Seeds,3 tbsp,Others
RCP00088,6,Curry Leaves,2 tbsp,Aromatics
RCP00088,7,Butter,242 ml,Dairy
RCP00088,8,Vinegar,4 tbsp,Liquids
RCP00088,9,Semolina,295 g,Grains
RCP00088,10,Mustard Seeds,3 tbsp,Others
RCP00088,11,Vinegar,2 tbsp,Liquids
RCP00088,12,Wheat Flour,336 g,Grains
RCP00088,13,Sugar,2 tbsp,Others
RCP00089,1,Onion,3 medium,Vegetables
RCP00089,2,Garlic,5 cloves,Vegetables
RCP00089,3,Salt,to taste,Others
RCP00089,4,Fish,621g,Proteins
RCP00089,5,Water,1 tbsp,Liquids
RCP00089,6,Salt,1 tbsp,Others
RCP00089,7,Paneer,314 ml,Dairy
RCP00089,8,Chicken,4 tbsp,Proteins
RCP00089,9,Cloves,1 tsp,Spices
RCP00089,10,Oil,2 tbsp,Liquids
RCP00089,11,Coconut Milk,1 tbsp,Liquids
RCP00089,12,Cardamom,2 tsp,Spices
RCP00090,1,Onion,1 medium,Vegetables
RCP00090,2,Garlic,9 cloves,Vegetables
RCP00090,3,Salt,to taste,Others
RCP00090,4,Tofu,334g,Proteins
RCP00090,5,Carrot,2 medium,Vegetables
RCP00090,6,Bell Pepper,1 medium,Vegetables
RCP00090,7,Shrimp,2 tbsp,Proteins
RCP00090,8,Turmeric,2 tsp,Spices
RCP00090,9,Cashews,2 tbsp,Others
RCP00090,10,Cumin,1 tsp,Spices
RCP00090,11,Cream,346 ml,Dairy
RCP00091,1,Onion,3 medium,Vegetables
RCP00091,2,Garlic,5 cloves,Vegetables
RCP00091,3,Salt,to taste,Others
RCP00091,4,Shrimp,611g,Proteins
RCP00091,5,Oil,2 tbsp,Liquids
RCP00091,6,Cumin,1 tsp,Spices
RCP00091,7,Paneer,1 tbsp,Proteins
RCP00091,8,Cream,412 ml,Dairy
RCP00091,9,Tomato,2 medium,Vegetables
RCP00091,10,Mutton,2 tbsp,Proteins
RCP00092,1,Onion,3 medium,Vegetables
RCP00092,2,Garlic,8 cloves,Vegetables
RCP00092,3,Salt,to taste,Others
RCP00092,4,Chickpeas,201g,Proteins
RCP00092,5,Oil,2 tbsp,Liquids
RCP00092,6,Water,3 tbsp,Liquids
RCP00092,7,Mint Leaves,1 tbsp,Aromatics
RCP00092,8,Fish,3 tbsp,Proteins
RCP00092,9,Cumin,1 tsp,Spices
RCP00092,10,Beef,1 tbsp,Proteins
RCP00092,11,Fresh Coriander,2 tbsp,Aromatics
RCP00092,12,Butter,242 ml,Dairy
RCP00092,13,Fenugreek Leaves,1 tbsp,Aromatics
RCP00092,14,Fresh Coriander,4 tbsp,Aromatics
RCP00093,1,Onion,3 medium,Vegetables
RCP00093,2,Garlic,6 cloves,Vegetables
RCP00093,3,Salt,to taste,Others
RCP00093,4,Paneer,693g,Proteins
RCP00093,5,Tamarind Paste,4 tbsp,Liquids
RCP00093,6,Sugar,4 tbsp,Others
RCP00093,7,Wheat Flour,283 g,Grains
RCP00093,8,Basmati Rice,260 g,Grains
RCP00093,9,Fresh Coriander,4 tbsp,Aromatics
RCP00093,10,Bay Leaf,1 tsp,Spices
RCP00093,11,Mustard Seeds,4 tbsp,Others
RCP00093,12,All-Purpose Flour,383 g,Grains
RCP00093,13,Cumin,1 tsp,Spices
RCP00093,14,Sesame Seeds,1 tbsp,Others
RCP00093,15,Fenugreek Leaves,2 tbsp,Aromatics
RCP00093,16,Coriander,2 tsp,Spices
RCP00094,1,Onion,1 medium,Vegetables
RCP00094,2,Garlic,7 cloves,Vegetables
RCP00094,3,Salt,to taste,Others
RCP00094,4,Tofu,934g,Proteins
RCP00094,5,Curry Leaves,4 tbsp,Aromatics
RCP00094,6,Mint Leaves,1 tbsp,Aromatics
RCP00095,1,Onion,2 medium,Vegetables
RCP00095,2,Garlic,6 cloves,Vegetables
RCP00095,3,Salt,to taste,Others
RCP00095,4,Eggs,342g,Proteins
RCP00095,5,Tomato,2 medium,Vegetables
RCP00095,6,Vinegar,1 tbsp,Liquids
RCP00095,7,Wheat Flour,338 g,Grains
RCP00096,1,Onion,1 medium,Vegetables
RCP00096,2,Garlic,9 cloves,Vegetables
RCP00096,3,Salt,to taste,Others
RCP00096,4,Chicken,905g,Proteins
RCP00096,5,Eggs,4 tbsp,Proteins
RCP00097,1,Onion,1 medium,Vegetables
RCP00097,2,Garlic,9 cloves,Vegetables
RCP00097,3,Salt,to taste,Others
RCP00097,4,Chicken,800g,Proteins
RCP00097,5,Milk,372 ml,Dairy
RCP00097,6,Tofu,1 tbsp,Proteins
RCP00097,7,Garam Masala,1 tsp,Spices
RCP00097,8,Paneer,322 ml,Dairy
RCP00097,9,Butter,364 ml,Dairy
RCP00097,10,Bay Leaf,1 tsp,Spices
RCP00097,11,Almonds,3 tbsp,Others
RCP00098,1,Onion,1 medium,Vegetables
RCP00098,2,Garlic,6 cloves,Vegetables
RCP00098,3,Salt,to taste,Others
RCP00098,4,Chicken,762g,Proteins
RCP00098,5,Almonds,3 tbsp,Others
RCP00098,6,All-Purpose Flour,304 g,Grains
RCP00098,7,Onion,1 medium,Vegetables
RCP00098,8,Chicken,3 tbsp,Proteins
RCP00098,9,Green Chili,2 medium,Vegetables
RCP00099,1,Onion,3 medium,Vegetables
RCP00099,2,Garlic,6 cloves,Vegetables
RCP00099,3,Salt,to taste,Others
RCP00099,4,Eggs,310g,Proteins
RCP00099,5,Coconut Milk,2 tbsp,Liquids
RCP00099,6,Mustard Seeds,1 tbsp,Others
RCP00099,7,Salt,3 tbsp,Others
RCP00099,8,Sesame Seeds,1 tbsp,Others
RCP00099,9,Tamarind Paste,2 tbsp,Liquids
RCP00099,10,Ghee,268 ml,Dairy
RCP00099,11,Wheat Flour,346 g,Grains
RCP00099,12,Paneer,354 ml,Dairy
RCP00099,13,Oil,4 tbsp,Liquids
RCP00099,14,Paneer,3 tbsp,Proteins
RCP00099,15,Basmati Rice,483 g,Grains
RCP00099,16,Turmeric,2 tsp,Spices
RCP00099,17,Tofu,3 tbsp,Proteins
RCP00099,18,Eggs,3 tbsp,Proteins
RCP00099,19,Curry Leaves,1 tbsp,Aromatics
RCP00100,1,Onion,1 medium,Vegetables
RCP00100,2,Garlic,4 cloves,Vegetables
RCP00100,3,Salt,to taste,Others
RCP00100,4,Chicken,731g,Proteins
RCP00100,5,Water,3 tbsp,Liquids
RCP00100,6,Butter,175 ml,Dairy
RCP00100,7,Mustard Seeds,1 tbsp,Others
RCP00101,1,Onion,2 medium,Vegetables
RCP00101,2,Garlic,3 cloves,Vegetables
RCP00101,3,Salt,to taste,Others
RCP00101,4,Chickpeas,499g,Proteins
RCP00101,5,All-Purpose Flour,202 g,Grains
RCP00101,6,Fenugreek Leaves,4 tbsp,Aromatics
RCP00101,7,Fish,3 tbsp,Proteins
RCP00101,8,Mint Leaves,2 tbsp,Aromatics
RCP00101,9,Sugar,2 tbsp,Others
RCP00101,10,Semolina,479 g,Grains
RCP00101,11,Salt,4 tbsp,Others
RCP00101,12,Semolina,236 g,Grains
RCP00101,13,Paneer,4 tbsp,Proteins
RCP00101,14,Ginger,2 medium,Vegetables
RCP00102,1,Onion,1 medium,Vegetables
RCP00102,2,Garlic,9 cloves,Vegetables
RCP00102,3,Salt,to taste,Others
RCP00102,4,Eggs,255g,Proteins
RCP00102,5,Milk,339 ml,Dairy
RCP00102,6,Chickpea Flour,240 g,Grains
RCP00103,1,Onion,1 medium,Vegetables
RCP00103,2,Garlic,7 cloves,Vegetables
RCP00103,3,Salt,to taste,Others
RCP00103,4,Mutton,856g,Proteins
RCP00103,5,Wheat Flour,276 g,Grains
RCP00103,6,Tamarind Paste,2 tbsp,Liquids
RCP00103,7,All-Purpose Flour,312 g,Grains
RCP00103,8,Cream,191 ml,Dairy
RCP00104,1,Onion,1 medium,Vegetables
RCP00104,2,Garlic,9 cloves,Vegetables
RCP00104,3,Salt,to taste,Others
RCP00104,4,Tofu,944g,Proteins
RCP00104,5,Tomato,1 medium,Vegetables
RCP00104,6,Cardamom,1 tsp,Spices
RCP00104,7,Yogurt,462 ml,Dairy
RCP00105,1,Onion,2 medium,Vegetables
RCP00105,2,Garlic,5 cloves,Vegetables
RCP00105,3,Salt,to taste,Others
RCP00105,4,Tofu,980g,Proteins
RCP00105,5,Peas,2 medium,Vegetables
RCP00105,6,All-Purpose Flour,387 g,Grains
RCP00105,7,Tomato,2 medium,Vegetables
RCP00105,8,Fenugreek Leaves,3 tbsp,Aromatics
RCP00105,9,Curry Leaves,2 tbsp,Aromatics
RCP00106,1,Onion,3 medium,Vegetables
RCP00106,2,Garlic,9 cloves,Vegetables
RCP00106,3,Salt,to taste,Others
RCP00106,4,Fish,778g,Proteins
RCP00106,5,Fenugreek Leaves,3 tbsp,Aromatics
RCP00106,6,Chickpea Flour,314 g,Grains
RCP00106,7,Fenugreek Leaves,4 tbsp,Aromatics
RCP00106,8,Potato,1 medium,Vegetables
RCP00106,9,Fresh Coriander,1 tbsp,Aromatics
RCP00106,10,Mutton,1 tbsp,Proteins
RCP00106,11,Fresh Coriander,1 tbsp,Aromatics
RCP00106,12,Almonds,1 tbsp,Others
RCP00107,1,Onion,1 medium,Vegetables
RCP00107,2,Garlic,3 cloves,Vegetables
RCP00107,3,Salt,to taste,Others
RCP00107,4,Beef,666g,Proteins
RCP00107,5,Oil,2 tbsp,Liquids
RCP00107,6,Water,2 tbsp,Liquids
RCP00107,7,Tofu,2 tbsp,Proteins
RCP00107,8,Garam Masala,1 tsp,Spices
RCP00107,9,Sugar,1 tbsp,Others
RCP00107,10,Cloves,1 tsp,Spices
RCP00107,11,Cardamom,1 tsp,Spices
RCP00107,12,Butter,209 ml,Dairy
RCP00108,1,Onion,1 medium,Vegetables
RCP00108,2,Garlic,8 cloves,Vegetables
RCP00108,3,Salt,to taste,Others
RCP00108,4,Tofu,946g,Proteins
RCP00108,5,Bell Pepper,2 medium,Vegetables
RCP00108,6,Fresh Coriander,1 tbsp,Aromatics
RCP00108,7,Basmati Rice,451 g,Grains
RCP00108,8,Mustard Seeds,2 tbsp,Others
RCP00108,9,Tamarind Paste,1 tbsp,Liquids
RCP00108,10,Sesame Seeds,2 tbsp,Others
RCP00108,11,Lemon Juice,3 tbsp,Liquids
RCP00108,12,Curry Leaves,2 tbsp,Aromatics
RCP00108,13,Water,2 tbsp,Liquids
RCP00108,14,Vinegar,1 tbsp,Liquids
RCP00109,1,Onion,2 medium,Vegetables
RCP00109,2,Garlic,9 cloves,Vegetables
RCP00109,3,Salt,to taste,Others
RCP00109,4,Paneer,921g,Proteins
RCP00109,5,Fresh Coriander,3 tbsp,Aromatics
RCP00109,6,Coriander,2 tsp,Spices
RCP00109,7,Black Pepper,2 tsp,Spices
RCP00109,8,Fish,2 tbsp,Proteins
RCP00109,9,Salt,1 tbsp,Others
RCP00110,1,Onion,2 medium,Vegetables
RCP00110,2,Garlic,8 cloves,Vegetables
RCP00110,3,Salt,to taste,Others
RCP00110,4,Chicken,800g,Proteins
RCP00110,5,Milk,166 ml,Dairy
RCP00110,6,Sesame Seeds,4 tbsp,Others
RCP00110,7,Fish,4 tbsp,Proteins
RCP00110,8,Bay Leaf,1 tsp,Spices
RCP00110,9,Basmati Rice,366 g,Grains
RCP00110,10,Tamarind Paste,4 tbsp,Liquids
RCP00110,11,Vinegar,1 tbsp,Liquids
RCP00110,12,Paneer,467 ml,Dairy
RCP00110,13,Lentils (Dal),4 tbsp,Proteins
RCP00110,14,Cream,357 ml,Dairy
RCP00110,15,Sesame Seeds,3 tbsp,Others
RCP00110,16,Cashews,1 tbsp,Others
RCP00110,17,Fenugreek Leaves,1 tbsp,Aromatics
RCP00110,18,Onion,2 medium,Vegetables
RCP00111,1,Onion,3 medium,Vegetables
RCP00111,2,Garlic,7 cloves,Vegetables
RCP00111,3,Salt,to taste,Others
RCP00111,4,Fish,843g,Proteins
RCP00111,5,Carrot,2 medium,Vegetables
RCP00111,6,Fenugreek Leaves,2 tbsp,Aromatics
RCP00111,7,Tamarind Paste,1 tbsp,Liquids
RCP00111,8,Almonds,4 tbsp,Others
RCP00111,9,Basmati Rice,390 g,Grains
RCP00112,1,Onion,2 medium,Vegetables
RCP00112,2,Garlic,3 cloves,Vegetables
RCP00112,3,Salt,to taste,Others
RCP00112,4,Mutton,406g,Proteins
RCP00112,5,Basmati Rice,227 g,Grains
RCP00112,6,Chickpeas,1 tbsp,Proteins
RCP00112,7,Ginger,2 medium,Vegetables
RCP00112,8,Cinnamon,1 tsp,Spices
RCP00112,9,Peas,1 medium,Vegetables
RCP00112,10,Spinach,1 medium,Vegetables
RCP00112,11,Fenugreek Leaves,4 tbsp,Aromatics
RCP00112,12,Shrimp,2 tbsp,Proteins
RCP00112,13,Basmati Rice,253 g,Grains
RCP00112,14,Paneer,179 ml,Dairy
RCP00113,1,Onion,1 medium,Vegetables
RCP00113,2,Garlic,5 cloves,Vegetables
RCP00113,3,Salt,to taste,Others
RCP00113,4,Shrimp,300g,Proteins
RCP00113,5,Mint Leaves,2 tbsp,Aromatics
RCP00113,6,Vinegar,4 tbsp,Liquids
RCP00113,7,Chicken,2 tbsp,Proteins
RCP00113,8,Onion,2 medium,Vegetables
RCP00113,9,Cashews,4 tbsp,Others
RCP00113,10,Cumin,2 tsp,Spices
RCP00114,1,Onion,2 medium,Vegetables
RCP00114,2,Garlic,7 cloves,Vegetables
RCP00114,3,Salt,to taste,Others
RCP00114,4,Paneer,532g,Proteins
RCP00114,5,Cauliflower,1 medium,Vegetables
RCP00114,6,Peas,1 medium,Vegetables
RCP00115,1,Onion,1 medium,Vegetables
RCP00115,2,Garlic,7 cloves,Vegetables
RCP00115,3,Salt,to taste,Others
RCP00115,4,Paneer,673g,Proteins
RCP00115,5,Eggs,2 tbsp,Proteins
RCP00115,6,Paneer,206 ml,Dairy
RCP00115,7,Ginger,1 medium,Vegetables
RCP00115,8,Eggs,1 tbsp,Proteins
RCP00115,9,Lentils (Dal),3 tbsp,Proteins
RCP00115,10,Chickpeas,4 tbsp,Proteins
RCP00115,11,Paneer,2 tbsp,Proteins
RCP00115,12,Paneer,484 ml,Dairy
RCP00115,13,Paneer,1 tbsp,Proteins
RCP00115,14,Oil,4 tbsp,Liquids
