recipe_id,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent
RCP00456,178,29,64,26,8,6,1380,47,37,41,8,39
RCP00457,256,42,38,21,2,11,1039,69,6,48,29,29
RCP00458,724,7,42,17,9,15,801,62,30,33,8,34
RCP00459,764,28,36,30,11,3,442,61,36,38,23,35
RCP00460,616,21,64,36,14,8,1080,17,16,17,11,12
RCP00461,687,14,64,21,12,19,531,38,26,6,22,32
RCP00462,391,38,76,39,2,4,556,58,23,49,7,15
RCP00463,689,41,66,18,3,8,1300,16,32,43,26,36
RCP00464,533,25,40,37,9,19,840,71,31,26,13,33
RCP00465,201,25,44,39,6,15,1408,44,18,48,6,36
RCP00466,202,27,59,31,14,17,1095,88,30,11,25,27
RCP00467,731,7,43,27,2,14,915,0,10,35,10,36
RCP00468,229,19,34,18,5,14,1303,79,13,19,17,20
RCP00469,409,27,44,38,11,16,991,85,29,21,6,10
RCP00470,772,22,79,33,9,19,364,0,28,36,12,14
RCP00471,768,48,76,32,2,16,1396,78,20,33,17,31
RCP00472,680,49,74,21,13,12,543,39,25,15,20,19
RCP00473,698,14,67,18,6,4,1205,52,13,7,26,39
RCP00474,763,18,45,18,7,10,1086,29,5,58,28,25
RCP00475,552,35,35,20,14,16,718,58,21,36,27,17
RCP00476,339,35,47,20,3,8,1204,81,6,28,25,16
RCP00477,469,45,51,36,13,15,886,0,37,36,20,33
RCP00478,686,8,79,22,3,5,1346,55,35,17,15,16
RCP00479,551,22,64,39,8,10,213,36,7,10,8,37
RCP00480,283,47,41,37,11,7,957,7,28,51,17,36
RCP00481,719,27,79,21,3,2,1317,79,13,9,16,20
RCP00482,323,5,43,26,7,8,1367,80,25,41,11,16
RCP00483,490,35,76,30,12,17,836,65,24,6,7,16
RCP00484,509,32,78,26,5,17,1491,99,25,5,19,33
RCP00485,375,47,55,26,2,6,1212,12,36,59,17,27
RCP00486,591,24,68,30,5,15,1082,19,9,57,21,27
RCP00487,285,40,40,29,11,12,807,33,18,29,19,18
RCP00488,399,42,37,21,4,12,243,19,28,10,19,15
RCP00489,780,10,39,23,14,15,608,34,6,42,24,16
RCP00490,542,15,37,16,14,9,736,66,10,48,6,35
RCP00491,780,45,73,19,13,2,1188,63,11,52,20,24
RCP00492,395,17,62,12,2,2,432,48,12,46,9,32
RCP00493,658,17,73,15,10,10,861,54,28,21,15,25
RCP00494,545,32,55,19,12,2,1415,32,28,51,13,23
RCP00495,309,36,57,37,5,12,1228,48,33,45,9,13
RCP00496,432,44,54,35,13,11,1373,70,32,51,21,14
RCP00497,338,24,66,36,11,10,1040,92,12,29,27,10
RCP00498,402,8,58,23,2,3,1296,74,30,41,25,12
RCP00499,535,37,78,35,10,2,321,94,21,14,20,35
RCP00500,585,24,74,39,14,19,1150,0,14,10,18,17
RCP00501,446,31,33,26,10,18,606,68,8,23,18,25
RCP00502,512,17,77,20,14,7,823,28,25,7,17,17
RCP00503,206,45,57,33,2,4,987,2,20,51,15,14
RCP00504,483,38,60,38,14,19,420,17,21,34,17,39
RCP00505,471,25,48,15,5,7,1200,69,36,39,9,15
RCP00506,507,9,38,14,13,12,995,29,36,55,10,11
RCP00507,176,48,45,26,14,15,400,68,24,8,13,36
RCP00508,591,26,32,35,10,11,946,10,34,51,26,33
RCP00509,646,23,33,16,3,14,739,28,37,29,11,16
RCP00510,660,20,54,29,8,11,1026,36,22,13,28,33
RCP00511,239,27,54,31,12,2,732,0,23,29,8,32
RCP00512,272,20,42,21,10,7,974,92,28,35,18,27
RCP00513,783,10,61,25,9,19,1088,86,10,24,5,21
RCP00514,154,39,35,15,14,2,863,45,16,29,21,19
RCP00515,544,26,34,24,11,2,748,76,26,48,19,20
RCP00516,634,15,64,21,3,7,565,54,31,25,20,19
RCP00517,378,39,40,30,9,4,1463,17,7,58,21,34
RCP00518,550,37,39,26,13,11,1163,34,28,37,13,25
RCP00519,462,20,50,19,3,9,1083,0,21,37,11,31
RCP00520,230,22,66,34,5,3,1414,36,28,7,24,36
RCP00521,153,40,60,28,6,5,267,68,28,29,12,35
RCP00522,466,36,65,37,11,3,1029,60,29,47,17,29
RCP00523,648,30,59,19,3,12,549,20,37,56,18,29
RCP00524,584,33,53,37,14,6,586,32,20,35,22,18
RCP00525,707,30,30,15,14,14,622,17,12,39,27,23
RCP00526,319,14,62,19,5,3,626,20,31,13,16,35
RCP00527,457,25,54,29,2,11,1255,13,10,46,28,13
RCP00528,706,31,70,28,12,10,715,27,32,16,27,13
RCP00529,290,20,77,26,2,4,939,45,9,32,26,20
RCP00530,459,34,54,23,14,16,715,0,22,10,8,22
RCP00531,331,43,65,24,2,10,1453,65,38,29,16,39
RCP00532,770,31,70,16,4,16,295,69,17,48,7,28
RCP00533,171,27,66,33,13,19,1178,28,19,10,15,31
RCP00534,167,13,59,29,3,12,509,2,34,52,6,32
RCP00535,209,23,53,28,5,13,348,74,25,57,29,14
RCP00536,301,42,60,19,6,6,1309,76,32,55,22,33
RCP00537,378,27,33,26,6,14,261,45,9,26,22,21
RCP00538,771,13,37,16,13,12,1194,35,18,58,5,25
RCP00539,459,12,46,26,9,7,1175,79,20,28,9,19
RCP00540,498,30,64,17,8,14,225,10,11,49,15,33
RCP00541,303,41,72,36,8,16,691,32,7,59,8,27
RCP00542,304,5,43,20,14,19,325,95,29,20,26,12
RCP00543,660,39,69,19,6,3,970,44,20,56,6,15
RCP00544,515,22,54,15,8,4,278,56,28,35,28,37
RCP00545,626,16,52,22,6,15,635,7,11,43,18,26
RCP00546,643,11,32,13,10,18,382,0,6,44,23,11
RCP00547,501,36,66,36,13,4,676,68,25,18,8,24
RCP00548,549,22,78,25,8,8,259,23,29,27,12,14
RCP00549,347,25,62,27,7,14,1399,15,18,31,15,37
RCP00550,732,36,61,37,5,16,696,43,18,34,19,28
RCP00551,522,48,33,37,3,7,419,13,11,57,18,22
RCP00552,576,17,61,22,10,5,1056,47,8,26,14,23
RCP00553,397,30,78,24,8,4,986,92,34,28,27,39
RCP00554,168,49,34,16,14,15,240,80,39,6,6,21
RCP00555,281,9,43,27,6,16,1004,68,5,54,13,22
RCP00556,228,32,75,19,2,3,923,59,32,31,15,30
RCP00557,375,20,48,35,12,18,1273,73,35,13,9,27
RCP00558,684,8,70,16,13,12,378,1,14,30,19,33
RCP00559,661,35,36,35,9,9,1181,65,18,56,28,28
RCP00560,256,18,42,12,6,17,851,98,8,59,11,24
RCP00561,366,5,62,22,4,6,437,71,26,12,19,29
RCP00562,443,34,50,33,3,9,851,78,39,19,20,11
RCP00563,296,13,65,15,3,19,1153,57,13,53,27,25
RCP00564,589,49,44,29,2,3,215,0,28,5,14,12
RCP00565,594,39,55,15,9,6,1419,0,39,34,19,24
RCP00566,621,30,43,25,12,12,422,3,22,31,18,32
RCP00567,194,22,73,26,11,15,668,23,30,47,14,15
RCP00568,203,45,34,39,2,16,1011,19,21,31,11,16
RCP00569,186,38,56,34,4,15,842,17,17,46,18,24
RCP00570,332,49,58,16,12,3,515,0,27,26,9,29
RCP00571,727,48,36,30,3,15,1352,58,8,18,13,36
RCP00572,236,49,33,24,13,13,1340,66,26,58,9,20
RCP00573,706,39,38,30,11,11,1367,43,22,57,15,20
RCP00574,718,38,32,32,5,7,228,79,36,24,9,32
RCP00575,221,38,32,38,13,2,1304,0,36,48,5,39
RCP00576,172,29,63,17,2,5,1253,82,16,18,19,34
RCP00577,320,6,78,15,14,7,779,3,11,19,21,30
RCP00578,582,35,60,15,14,6,757,93,29,43,9,12
RCP00579,216,43,69,26,14,4,270,16,11,49,25,32
RCP00580,168,40,44,21,3,5,472,10,16,49,14,33
RCP00581,482,46,53,15,6,19,405,90,26,15,28,20
RCP00582,423,40,67,35,6,15,455,9,12,36,25,34
RCP00583,676,18,30,21,14,3,585,23,21,28,7,24
RCP00584,695,34,75,33,2,18,254,55,38,46,22,19
RCP00585,156,25,52,29,14,14,1274,64,39,5,13,26
RCP00586,751,11,51,11,7,19,507,90,21,29,11,27
RCP00587,307,34,56,19,3,5,328,62,33,5,9,29
RCP00588,558,19,35,11,7,19,1080,4,30,45,11,26
RCP00589,758,39,57,26,2,7,359,73,18,33,18,15
RCP00590,318,42,69,19,13,4,1006,88,27,55,6,29
RCP00591,302,42,45,39,4,15,416,29,19,20,25,27
RCP00592,292,47,32,25,8,5,608,86,15,12,12,14
RCP00593,657,43,62,25,4,3,831,91,7,18,20,19
RCP00594,622,9,34,24,7,16,591,11,14,42,11,31
RCP00595,593,31,39,18,2,17,207,11,8,34,14,39
RCP00596,155,42,71,38,13,15,962,24,26,43,17,27
RCP00597,474,31,75,24,11,13,303,21,34,56,23,19
RCP00598,248,19,55,21,6,10,1316,58,15,8,5,38
RCP00599,689,8,61,27,4,18,672,57,18,58,24,10
RCP00600,306,12,48,25,12,8,551,74,14,43,24,22
RCP00601,365,21,45,19,11,3,810,32,30,38,27,36
RCP00602,417,29,77,32,4,9,1297,85,17,17,12,10
RCP00603,370,30,73,34,7,6,611,86,15,51,22,18
RCP00604,188,42,52,29,11,19,1395,62,25,59,16,30
RCP00605,235,21,69,27,14,9,800,41,17,14,28,24
RCP00606,348,37,64,20,11,6,583,51,21,7,6,10
RCP00607,469,17,52,22,9,11,477,68,38,52,27,26
RCP00608,490,18,55,20,9,14,1463,57,6,35,9,20
RCP00609,379,34,72,36,11,9,557,28,17,19,17,23
RCP00610,550,12,48,14,14,4,1040,13,9,44,16,36
RCP00611,781,22,35,38,8,12,377,83,35,47,14,32
RCP00612,426,21,36,20,2,3,382,97,26,6,15,17
RCP00613,787,47,79,35,3,10,1333,56,33,17,13,14
RCP00614,460,22,42,20,14,12,1256,79,36,54,25,19
RCP00615,789,37,45,38,11,19,1384,22,23,54,16,35
RCP00616,156,44,69,26,10,12,1056,39,10,53,7,33
RCP00617,525,12,56,22,10,3,1332,96,33,35,15,28
RCP00618,355,13,45,24,11,2,1292,57,33,34,8,25
RCP00619,394,47,43,16,13,17,1253,48,28,10,14,32
RCP00620,307,43,48,18,10,16,1151,27,20,9,29,37
RCP00621,517,10,64,20,9,12,659,67,8,38,9,32
RCP00622,508,12,34,26,8,4,714,86,34,40,20,38
RCP00623,555,27,71,24,11,7,492,62,8,52,14,29
RCP00624,723,13,61,24,7,5,270,0,32,41,21,24
RCP00625,539,42,60,19,5,18,1327,97,24,10,10,10
RCP00626,257,29,48,17,3,9,703,54,22,48,27,13
RCP00627,177,30,58,18,12,7,424,9,19,33,11,30
RCP00628,670,44,39,25,2,17,285,95,6,45,12,10
RCP00629,607,21,59,27,3,5,468,57,12,41,21,18
RCP00630,681,38,47,15,14,19,406,23,12,28,12,14
RCP00631,521,40,49,21,8,9,1229,76,34,23,26,15
RCP00632,393,45,32,36,4,18,216,92,30,55,18,21
RCP00633,796,5,50,11,7,8,380,77,13,7,15,32
RCP00634,654,24,44,27,10,16,596,56,17,5,17,11
RCP00635,574,9,70,28,4,14,954,42,20,32,11,37
RCP00636,695,40,64,28,6,10,852,27,30,29,21,20
RCP00637,410,10,41,19,9,6,1270,62,8,38,7,34
RCP00638,416,42,50,29,4,15,492,7,39,36,28,34
RCP00639,696,19,39,18,3,19,217,25,27,22,9,26
RCP00640,676,20,62,21,12,17,247,32,27,40,7,15
RCP00641,392,43,66,34,12,6,1161,57,36,47,11,27
RCP00642,230,11,35,12,14,7,780,0,39,56,28,34
RCP00643,307,10,71,14,3,11,1495,0,25,10,5,16
RCP00644,538,28,50,34,3,9,923,95,24,23,9,24
RCP00645,705,21,52,27,11,3,1231,48,35,44,6,16
RCP00646,200,20,45,18,14,13,1249,52,35,53,15,11
RCP00647,284,45,51,30,8,16,803,0,32,20,28,33
RCP00648,335,17,57,18,11,4,1254,0,8,48,28,25
RCP00649,364,24,34,18,3,2,531,59,12,40,17,20
RCP00650,419,28,65,33,3,17,366,1,22,14,15,20
RCP00651,209,30,75,32,8,9,491,32,23,19,24,17
RCP00652,454,45,47,25,14,4,1171,74,36,39,14,17
RCP00653,586,22,48,37,11,12,225,33,6,51,28,34
RCP00654,216,10,54,12,13,10,721,27,10,47,16,19
RCP00655,222,41,34,38,6,2,1453,91,34,19,29,38
RCP00656,659,28,50,25,10,12,1298,33,5,22,18,12
RCP00657,295,32,42,29,3,19,378,85,20,26,12,26
RCP00658,179,6,46,27,14,2,1073,0,13,27,27,21
RCP00659,189,30,72,28,14,4,1114,15,19,33,6,13
RCP00660,242,34,37,15,6,19,613,50,37,7,11,20
RCP00661,527,40,66,22,4,16,1332,43,8,11,19,16
RCP00662,791,42,64,19,4,16,722,3,21,26,23,14
RCP00663,272,15,48,15,8,4,1064,31,28,43,15,13
RCP00664,468,16,62,29,9,5,1122,72,22,28,5,30
RCP00665,439,27,50,32,2,3,245,24,28,9,29,20
RCP00666,768,22,74,19,14,10,918,73,36,38,10,11
RCP00667,215,37,63,39,4,9,410,0,21,14,19,33
RCP00668,664,21,31,17,10,13,275,23,28,23,28,11
RCP00669,163,32,34,38,7,10,502,49,24,12,11,19
RCP00670,595,36,43,19,3,19,1497,7,17,43,28,34
RCP00671,481,29,53,33,10,18,405,10,6,5,21,14
RCP00672,240,42,72,25,12,11,1102,0,31,13,12,31
RCP00673,296,33,65,37,10,10,769,60,15,55,25,33
RCP00674,321,19,77,29,8,4,548,28,10,26,23,20
RCP00675,523,15,72,12,2,10,457,22,8,21,20,15
RCP00676,380,48,48,33,7,5,1495,32,32,45,28,22
RCP00677,708,43,44,15,4,2,218,19,29,17,29,28
RCP00678,220,6,33,27,8,15,373,36,36,12,6,31
RCP00679,399,37,70,19,4,8,456,89,23,44,21,39
RCP00680,756,44,70,31,3,19,822,91,33,25,11,20
RCP00681,239,13,37,11,11,3,1355,80,8,7,25,25
RCP00682,495,5,79,21,11,13,1194,34,38,6,21,39
RCP00683,790,5,60,10,3,18,1011,0,23,28,22,36
RCP00684,405,12,48,21,5,16,874,1,32,17,21,16
RCP00685,739,44,39,20,10,4,342,37,12,31,6,19
RCP00686,391,36,43,26,5,14,1282,29,28,7,29,21
RCP00687,288,20,70,31,10,18,1031,66,26,12,13,37
RCP00688,290,48,52,18,13,10,1302,66,34,18,17,37
RCP00689,559,36,76,35,14,14,1136,11,12,17,8,25
RCP00690,649,13,59,27,7,2,1231,0,21,51,15,25
RCP00691,673,15,43,19,3,10,1108,27,21,43,17,34
RCP00692,658,9,33,10,14,6,1133,40,25,36,20,31
RCP00693,669,5,76,26,4,3,653,0,32,45,17,22
RCP00694,485,27,30,38,4,18,772,17,16,28,14,18
RCP00695,469,19,46,15,4,16,383,36,5,20,15,35
RCP00696,531,40,40,36,12,3,341,23,32,49,7,36
RCP00697,704,43,38,29,14,5,1491,94,39,8,14,22
RCP00698,479,28,36,26,11,12,1445,82,19,6,8,24
RCP00699,618,19,54,20,4,2,516,1,9,41,20,14
RCP00700,368,19,65,22,4,11,1313,33,23,13,20,14
RCP00701,206,46,42,25,3,7,1327,82,25,48,5,25
RCP00702,545,41,67,29,7,8,1110,59,28,13,24,22
RCP00703,639,30,78,30,13,9,831,46,28,55,19,28
RCP00704,549,45,76,29,12,5,702,84,35,26,6,38
RCP00705,655,14,62,23,12,8,1156,62,14,49,12,23
RCP00706,289,23,55,33,2,16,1224,85,29,38,23,34
RCP00707,220,26,77,38,2,3,417,40,38,47,23,35
RCP00708,463,13,74,15,4,15,1457,13,36,26,17,19
RCP00709,199,36,33,27,7,9,588,71,20,22,27,36
RCP00710,156,49,65,39,11,6,650,31,20,56,9,34
RCP00711,406,23,58,25,8,7,369,6,39,47,22,24
RCP00712,652,12,60,16,8,3,1212,58,5,22,11,24
RCP00713,410,36,77,34,13,17,508,85,39,49,25,29
RCP00714,258,24,46,32,14,11,205,51,27,34,6,32
RCP00715,755,5,33,16,2,4,297,14,21,50,28,16
RCP00716,728,41,74,28,3,5,1132,0,27,47,25,33
RCP00717,231,47,73,22,3,19,1050,33,10,35,21,26
RCP00718,502,31,66,26,7,12,779,8,26,34,22,20
RCP00719,796,17,39,23,5,16,766,76,36,25,26,25
RCP00720,365,8,59,12,3,4,1050,47,11,9,28,20
RCP00721,486,31,45,20,12,4,393,27,15,26,11,22
RCP00722,199,49,64,25,12,7,410,21,35,43,24,32
RCP00723,741,8,55,29,12,2,890,72,15,14,16,35
RCP00724,464,39,77,19,4,14,1452,21,5,23,26,19
RCP00725,631,20,32,36,7,6,1066,40,9,47,16,19
RCP00726,687,21,57,32,6,6,523,13,17,17,9,17
RCP00727,260,44,50,17,9,11,1128,95,35,43,7,10
RCP00728,589,7,62,13,5,14,1458,0,35,29,21,35
RCP00729,544,48,31,22,10,5,897,72,38,56,29,30
RCP00730,420,32,56,18,4,8,848,96,22,43,28,28
RCP00731,261,22,50,30,5,19,399,46,31,17,21,10
RCP00732,229,40,56,28,4,11,222,22,5,35,16,33
RCP00733,657,6,47,10,9,10,779,18,21,23,11,25
RCP00734,799,6,33,17,12,3,552,92,12,26,23,22
RCP00735,603,22,36,19,5,9,818,38,17,47,23,37
RCP00736,191,45,51,21,6,18,1413,0,37,47,12,28
RCP00737,735,41,61,15,7,16,339,22,14,51,14,18
RCP00738,263,43,55,39,13,11,430,60,35,32,23,32
RCP00739,251,34,41,28,8,19,1469,86,22,35,13,23
RCP00740,626,44,31,25,6,6,359,59,8,33,8,12
RCP00741,796,36,60,28,13,17,597,0,33,18,28,25
RCP00742,621,31,33,19,13,9,965,73,16,11,28,39
RCP00743,322,12,54,26,11,15,631,64,12,9,24,27
RCP00744,682,9,74,18,5,10,538,26,10,36,26,28
RCP00745,161,10,44,18,4,16,1167,50,14,18,21,25
RCP00746,569,42,54,15,7,7,970,8,13,38,23,22
RCP00747,653,5,64,23,12,17,882,30,39,43,26,12
RCP00748,533,47,60,29,6,12,855,53,35,51,17,18
RCP00749,396,42,42,26,4,16,1176,96,29,14,7,22
RCP00750,600,22,43,37,5,6,901,17,32,5,29,16
RCP00751,713,21,65,20,14,13,1189,60,14,57,15,33
RCP00752,216,24,30,15,12,6,1112,24,10,32,18,16
RCP00753,268,6,60,22,6,12,1072,39,39,7,16,38
RCP00754,342,35,53,31,11,17,1239,76,17,15,8,35
RCP00755,569,46,37,37,11,2,201,52,37,51,20,30
RCP00756,737,37,37,21,2,7,1142,0,7,8,14,34
RCP00757,500,48,31,16,9,5,972,27,24,28,20,10
RCP00758,529,40,78,17,7,11,431,2,8,38,24,29
RCP00759,446,9,72,21,12,18,467,31,39,11,15,34
RCP00760,698,32,71,24,10,5,1238,0,9,10,27,14
RCP00761,345,42,34,39,6,13,315,59,33,42,19,37
RCP00762,359,37,71,37,10,17,271,30,6,26,14,38
RCP00763,621,5,78,16,2,19,357,80,22,40,18,25
RCP00764,449,45,46,33,3,15,523,63,22,8,14,20
RCP00765,178,31,66,16,8,12,940,86,11,24,28,22
RCP00766,439,46,65,28,12,12,377,90,28,38,25,18
RCP00767,491,12,43,16,13,2,993,58,23,20,25,29
RCP00768,537,27,78,15,2,7,1007,76,12,31,21,32
RCP00769,633,15,59,12,7,13,1442,8,24,39,24,19
RCP00770,656,41,68,15,13,12,716,84,7,33,20,38
RCP00771,244,40,77,15,12,2,818,28,8,29,21,38
RCP00772,709,7,31,28,3,9,931,18,30,20,20,13
RCP00773,308,28,73,33,4,3,1215,49,33,48,7,22
RCP00774,206,29,76,17,6,2,968,78,11,9,9,10
RCP00775,498,46,39,28,10,13,1389,13,24,32,12,19
RCP00776,233,13,44,23,10,11,985,88,28,41,29,14
RCP00777,584,10,69,27,10,10,1105,33,31,55,20,21
RCP00778,587,19,71,29,8,12,455,43,31,52,14,14
RCP00779,762,36,31,25,4,14,1391,71,35,38,5,24
RCP00780,498,12,50,10,8,3,458,1,20,14,25,13
RCP00781,522,29,48,29,3,10,1457,4,7,43,23,11
RCP00782,650,31,44,16,3,8,1027,1,23,54,15,27
RCP00783,252,11,69,12,7,12,889,43,21,10,22,18
RCP00784,287,11,33,23,8,4,940,70,26,43,6,30
RCP00785,554,47,56,26,5,18,746,58,12,51,6,26
RCP00786,695,25,45,29,13,11,1447,16,30,5,18,28
RCP00787,553,16,51,14,11,5,514,97,31,24,16,28
RCP00788,409,42,78,33,4,17,1037,15,33,32,23,32
RCP00789,168,24,76,26,12,9,360,61,26,29,19,21
RCP00790,525,27,47,39,2,13,324,41,12,10,5,22
RCP00791,569,26,57,21,12,19,1404,40,38,8,21,28
RCP00792,711,6,65,27,6,9,1098,58,9,9,10,11
RCP00793,655,18,66,23,4,11,614,9,7,39,19,18
RCP00794,473,12,48,25,10,4,705,55,15,16,19,25
RCP00795,744,43,44,28,8,13,898,2,33,58,23,10
RCP00796,204,46,31,36,13,3,237,47,14,44,17,28
RCP00797,317,6,46,10,7,19,1462,5,17,52,23,14
RCP00798,336,24,70,37,11,9,266,62,6,34,6,22
RCP00799,535,13,32,11,7,18,439,1,10,33,25,11
RCP00800,257,12,53,11,5,8,506,23,30,11,8,24
RCP00801,606,36,56,17,4,18,1291,28,30,31,19,13
RCP00802,704,41,74,25,6,3,818,30,22,58,16,36
RCP00803,330,41,34,17,7,13,865,32,21,23,17,12
RCP00804,458,42,55,35,7,14,1402,30,34,22,21,22
RCP00805,206,18,46,23,8,10,775,71,36,46,16,27
RCP00806,614,32,53,16,12,6,872,12,21,10,14,31
RCP00807,569,22,49,33,12,4,371,15,36,28,11,38
RCP00808,288,49,74,18,5,14,944,47,6,17,22,32
RCP00809,322,38,66,17,6,13,1081,67,33,46,18,25
RCP00810,207,30,36,21,4,9,866,42,11,15,6,11
RCP00811,610,11,56,17,8,11,1350,43,16,42,7,32
RCP00812,229,25,36,28,2,6,1243,0,39,33,29,17
RCP00813,532,18,45,26,5,11,455,54,9,48,16,19
RCP00814,216,40,76,26,8,13,249,10,37,15,19,20
RCP00815,270,17,44,28,3,17,1228,0,39,37,8,13
RCP00816,449,37,62,33,2,7,1239,23,25,48,16,31
RCP00817,390,8,42,16,2,19,1393,26,19,7,7,34
RCP00818,196,41,49,18,10,17,362,71,6,25,22,38
RCP00819,489,30,31,19,14,2,258,91,37,44,28,33
RCP00820,185,39,64,29,10,9,958,98,24,55,8,31
RCP00821,368,26,68,39,11,8,439,82,31,35,15,13
RCP00822,474,5,56,21,10,19,601,18,23,7,22,22
RCP00823,458,42,40,33,4,17,1332,21,5,18,10,38
RCP00824,427,8,77,20,13,9,1287,66,22,12,23,37
RCP00825,570,34,67,38,12,15,456,11,39,18,18,36
RCP00826,789,18,61,27,9,2,996,73,13,27,6,16
RCP00827,402,39,70,25,4,9,1358,20,8,25,24,16
RCP00828,375,31,59,27,10,9,952,34,9,59,20,13
RCP00829,303,35,42,24,4,14,1223,57,17,47,13,32
RCP00830,244,36,43,20,14,13,1113,0,35,22,8,19
RCP00831,456,23,77,22,6,14,643,82,39,15,18,31
RCP00832,231,20,31,17,5,14,544,0,31,36,20,23
RCP00833,679,6,77,21,7,11,1421,1,7,21,20,18
RCP00834,205,16,65,16,4,8,316,63,15,50,13,20
RCP00835,606,42,74,29,12,3,625,99,22,8,13,18
RCP00836,275,14,43,22,11,18,398,6,39,55,9,31
RCP00837,493,25,58,26,10,8,1151,77,37,50,24,15
RCP00838,385,23,74,36,14,12,927,0,27,37,17,21
RCP00839,773,11,64,21,11,9,1084,0,12,34,25,10
RCP00840,660,43,58,19,6,11,512,72,36,17,28,16
RCP00841,165,29,45,19,13,6,366,23,15,12,29,33
RCP00842,225,28,55,30,9,16,600,75,32,39,27,39
RCP00843,492,29,57,18,5,14,515,0,11,28,25,36
RCP00844,495,47,65,29,3,7,1165,27,24,25,27,33
RCP00845,591,7,59,23,7,8,964,69,32,24,18,12
RCP00846,630,29,42,25,7,5,1158,17,18,25,21,32
RCP00847,468,31,43,20,9,16,1457,43,34,34,15,36
RCP00848,423,6,46,25,14,7,676,34,35,33,18,29
RCP00849,727,20,75,27,13,12,309,67,37,32,14,18
RCP00850,632,29,47,18,14,8,1112,29,8,37,23,30
RCP00851,329,31,58,33,3,14,837,49,32,12,27,22
RCP00852,375,46,75,32,3,11,1306,21,34,34,14,23
RCP00853,584,5,42,25,6,12,850,54,32,26,26,18
RCP00854,372,28,63,23,7,5,313,75,27,10,22,21
RCP00855,712,11,70,29,10,17,466,7,23,22,21,11
RCP00856,791,23,77,22,12,13,1357,60,28,27,14,36
RCP00857,752,39,46,16,14,8,628,56,17,58,5,36
RCP00858,251,33,67,18,14,17,662,25,39,35,13,32
RCP00859,212,47,49,34,4,7,954,64,8,15,10,15
RCP00860,406,39,48,39,7,2,1045,13,36,25,19,15
RCP00861,746,31,44,37,11,13,941,6,37,31,15,32
RCP00862,544,22,72,29,5,10,500,65,11,22,8,37
RCP00863,562,32,43,15,10,3,1383,87,17,17,9,29
RCP00864,601,40,31,22,9,16,1152,97,13,24,10,11
RCP00865,616,37,72,18,12,6,1232,85,13,37,25,27
RCP00866,267,29,30,22,6,14,631,40,38,8,5,25
RCP00867,425,29,79,34,4,6,1166,0,5,9,21,13
RCP00868,494,36,76,38,11,8,1221,90,11,7,5,23
RCP00869,312,19,47,15,12,7,293,90,5,26,20,12
RCP00870,662,33,54,20,9,19,448,24,15,21,28,34
RCP00871,570,35,44,29,8,13,735,96,21,19,6,24
RCP00872,288,31,75,22,11,14,657,41,34,33,8,23
RCP00873,309,19,78,12,13,13,1230,7,21,43,11,19
RCP00874,655,30,54,19,14,14,444,0,33,32,15,19
RCP00875,174,49,67,29,5,16,1327,72,19,20,7,17
RCP00876,476,36,57,39,6,13,1136,74,38,32,15,15
RCP00877,641,38,79,36,12,19,554,23,18,57,12,39
RCP00878,611,16,65,11,13,5,1017,0,5,15,13,18
RCP00879,206,20,54,32,10,4,605,56,15,20,5,27
RCP00880,389,35,56,30,6,2,1425,0,25,39,12,25
RCP00881,625,24,77,15,3,6,481,42,12,11,11,26
RCP00882,315,43,49,29,9,7,1233,2,24,7,7,34
RCP00883,473,16,62,21,12,10,1346,69,14,56,7,15
RCP00884,498,23,52,27,13,4,1403,74,11,53,11,13
RCP00885,302,7,70,25,5,12,262,58,30,57,13,36
RCP00886,446,17,59,25,12,3,933,50,39,45,22,21
RCP00887,334,42,52,26,6,16,1306,96,36,23,24,23
RCP00888,548,33,32,25,12,2,1412,0,19,55,17,35
RCP00889,445,8,45,25,3,16,1043,58,37,50,24,37
RCP00890,287,33,69,38,5,18,1083,89,5,18,18,30
RCP00891,165,46,77,26,3,7,473,50,6,11,29,36
RCP00892,604,29,51,29,7,4,804,70,39,9,24,26
RCP00893,387,48,55,22,9,8,816,44,32,53,18,25
RCP00894,285,41,42,39,7,13,208,27,9,45,25,27
RCP00895,541,26,41,18,4,10,1024,65,35,46,29,14
RCP00896,545,10,34,16,14,10,306,76,32,38,12,36
RCP00897,329,13,78,19,12,11,976,90,6,37,29,28
RCP00898,221,15,38,16,2,10,986,2,8,10,22,21
RCP00899,629,15,68,15,6,17,1061,83,39,59,14,19
RCP00900,554,10,50,16,3,3,551,5,11,52,25,13
RCP00901,562,45,58,15,11,10,614,42,5,22,9,14
RCP00902,691,20,48,27,8,8,1451,56,19,48,8,25
RCP00903,663,32,66,37,9,9,1178,14,38,41,7,34
RCP00904,255,9,56,11,14,14,206,85,17,26,16,19
RCP00905,545,43,52,29,9,11,523,85,16,10,15,31
RCP00906,248,15,54,29,10,18,499,73,29,25,11,18
RCP00907,384,43,48,23,5,3,596,18,32,40,28,29
RCP00908,164,47,71,18,10,4,532,6,19,47,26,31
RCP00909,240,38,58,18,6,10,629,48,8,31,18,24
RCP00910,723,41,53,28,9,2,927,17,38,59,23,11
RCP00911,593,16,36,29,14,5,1029,73,39,44,23,21
RCP00912,479,24,60,26,10,16,204,0,32,51,17,18
