code,name,scie,desc
"P030","Kite fish","Mobula kuhlii","E. Shortfin devil ray; Common. Ray; [Place of collection: Kochi]"
"P031","Korka","Terapon jarbua","E. Crescent grunter, Target Fish, Crescent Bass, Crescent Perch, Tiger Bass, Jarbua Terapon, Tiger perch, Squeaking Perch; B. Boorgooni, Jeerpye; G. Garangeta, Naida; Kan. Gore; Mal. Kotha, Marakkeri, Keeri, Kallakeedam; Mar. Naveri Hajam, Naveri; O. Gahnu, Galikooru; Tam. Mattakkeechan, Palin keetchan, Kovakeechan, Palinkeechan, Pootankeeli, Keeli, Keechan, Chavathinnikeeli; Tel. Baikeeli, Kilipothu, Ganam, Samudrakili; Common. Grunter; [Place of collection: Kochi]"
"P032","Kulam paarai","Carangoides fulvoguttatus","E. Yellowspotted trevally, Yellowspotted kingfish, Goldspotted trevally, Tarrum; Common. Large inshore marine fish; [Place of collection: Chennai]"
"P033","Maagaa","Polynemus plebeius","E. Striped threadfin; Common. Marine fish; [Place of collection: Vizag]"
"P034","Mackerel","Rastrelliger kanagurta","E. Indian mackerel, Rake Gillat Mackerel; G. Bangada; Kan. Bangda, Bangadei, Bangada; Kon. Bangada; Mal. Ayila, Ayala, Ayla; Mar. Kaulagedar, Bangada, Kaula Gedar; O. Karan kita; Tam. Kanangeluthi, Kumala, Kumla, Augalai; Tel. Kannangadatha, Kanagurta, Kamangadachalu; Common. Mackerel; [Place of collection: Chennai, Mumbai and Goa]"
"P035","Manda clathi","Naso reticulatus","E. Reticulated unicornfish; [Place of collection: Mandapam]"
"P036","Matha","Acanthurus mata","E. Elongate surgeonfish, Blue lined surgeonfish; Mal. Pala; Common. Marine tropical fish; [Place of collection: Chennai and vizag]"
"P037","Milk fish","Chanos chanos","E. Milkfish, Milk fish, White Mullet; Kan. Humeen, Hoomeenu, Hoo meenu; Mal. Poomeen; Tam. Pal kendai, Palmeen, Tulu candul, Thullu, Palai meen; Tel. Pallabontha, Polah bontah; [Place of collection: Mandapam]"
"P038","Moon fish","Mene maculata","E. Moonfish; G. Vaniani; Kan. Hakkimeen; Mal. Ambattan parah; Tam. Ambutan parah, Amattikatti; Common. Perch fish; [Place of collection: Mumbai]"
"P039","Mullet","Mugil cephalus","E. Flathead grey mullet, Flathead Greymullet; B. Ain; G. Bhomat, Boi, Gandhia; Kan. Mala; Mal. Tirutha, Thirutha, Tiruta; Mar. Boi, Mangan, Boita, Pilas, Bol, Pilsa, Sherto; Tam. Madavai, Kasmeen, Manla; Tel. Kathiparega, Kathi parenga; Common. Food fish; [Place of collection: Mumbai, Kochi and Chennai]"
"P040","Mural","Tylosurus crocodilus crocodilus","E. Houndfish, Crocodile needlefish, Giant Longtom; Mal. Oola, Keran; Mar. Tol; Tam. Pahmum kolah; Tel. Wahlah kuddera; Common. Game fish; [Place of collection: Mandapam]"
"P041","Myil meen","Istiophorus platypterus","E. Indo Pacific sailfish, Peacock Fish, Sail Fish, Indian Sail Fish, Sailfish; G. Tadmachhi, Kunga; Mal. Ola meen, Olameen; Mar. Tadmasa; Common. Sailfish; [Place of collection: Chennai and Mandapam]"
"P042","Nalla bontha","Epinephelus sp","E. Giant Rock Cod, Malabar Rockcod, Brown-spotted Grouper, Estuary Rock cod, Malabar Grouper, Morgan`s Cod, Blackspot Cod, Malabar Reef Cod, Speckled Grouper., Blacksaddle Grouper, Malabar Cod, Speckled Grouper, Grouper, Greasy Grouper, Blackspotted Rockcod, Malabar Reefcod, Estuary Cod, Malabar Rock Cod; G. Wekhali, Wekhanu., Wekhru; Kan. Gopra, Muni Meenu; Kon. Gobri; Mal. Kalawa; Mar. Gobra, Hekru, Hekaru; O. Bhala; Tam. Punni calawah, Kalava, Punni calawah; Tel. Bontha, Kodi Punju, Bontoo; Common. Large serranid fish; [Place of collection: Vizag]"
"P043","Narba","Caranx sexfasciatus","E. Bigeye trevally, Bigeye jack, Great trevally, Six banded trevally, Dusky jack, Dusk Jack, Tille Jack; G. Bangada, Kala Bangada; Kan. Gondlu; Mal. Maduthala, Varayan para, Kuluvel; Mar. Kala Bangada; Common. Large marine fish; [Place of collection: Vizag and Mumbai]"
"P044","Paarai","Caranx heberi","E. Blacktip trevally, Blacktip kingfish, Yellowtail kingfish; Common. Large marine fish; [Place of collection: Chennnai]"
"P045","Padayappa","Canthidermis maculata","E. Rough triggerfish, Spotted oceanic triggerfish; Common. Triggerfish; [Place of collection: Kochi]"
"P046","Pali kora","Panna microdon","E. Panna croaker; [Place of collection: Kochi]"
"P047","Pambada","Lepturacanthus savala","E. Savalai hairtail, Small head hairtail, Small Headed Hairtail, Small Headed Ribbon Fish, Small headed Ribbonfish, Silver Ribbon Fish, Hair Tail, Ribbon Fish; G. Patti; Kan. Pambole; Kon. Bale; Mal. Vellasavala, Thalayan, Vellathalayan, Karupputhalayan, Karuppusavala, Vellithalayan; Mar. Baia, Wagti, Bala; Tam. Chavalai, Karthigaivalai, Savalai, Mattachavalai, Olavalai; Tel. Nadippussavallu, Peddasavallu, Yellasavallu, Savala, Kothisavallu; Common. Snapper; [Place of collection: Chennai and Kochi]"
"P048","Pandukopa","Pseudosciaena manchurica","E. Larimichthys polyactis, Redlip croaker, Small yellow croaker, Little yellow croaker, Yellow corvina; Common. Croaker; [Place of collection: Vizag]"
"P049","Parava","Lactarius lactarius","E. False trevally, Big jawed jumper, Big jawed jumber; G. Dhangari, Dangri, Chapla, Katli; Kan. Saundala, Adai minu; Mal. Adavu, Parava; Mar. Saundala, Pervi; Tam. Sudumbu, Suthumbu, Guthippu; Tel. Sudumbu, Sudumbala, Kuthuppu; [Place of collection: Kochi]"
"P050","Parcus","Psettodes erumei","E. Indian halibut, Indian Turbot; G. Hario, Dataro; Kon. Box Lep; Mar. Zhipali, Bhakas; Tam. Erumei nakku; Tel. Noree nalaka; Common. Large primitive flatfish; [Place of collection: Mumbai]"
"P051","Parrot fish","Scarus ghobban","E. Blue barred parrotfish, Blue trim parrotfish, Cream parrotfish, Globe headed parrotfish, Green blotched parrotfish, Yellow scale parrotfish, Bluechin parrotfish; Mal. Chandi; Common. Marine fish; [Place of collection: Mandapam]"
"P052","Perinkilichai","Pinjalo pinjalo","E. Pinjalo Snapper; Tam. Mette mirrei, Polei oolavai; Common. Snapper; [Place of collection: Chennai]"
"P053","Phopat","Coryphaena hippurus","E. Mahi mahi, Common dolphinfish, Common Dolphin Fish; B. Pomfret; G. Halwa, Adadio, Himra Machhi; Kan. Thondrotte; Mal. Affunose, Avoli, Karuvoli, Vellavoli; Mar. Abanoos, Halwa, Himra Masa; O. Baal; Tam. Karuvaval, Vavval, Vanna, Vellaivaval, Badahlan, Koppurai kula; Tel. Chanduva, Nallachanduva, Thellachanduva; Common. Surface dwelling ray finned fish; [Place of collection: Chennai, Kochi, Vizag and Mumbai]"
"P054","Piranha","Pygopristis sp.","[Place of collection: Kochi]"
"P055","Pomfret, black","Parastromateus niger","E. Black pomfret, Brown Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Vellavoli, Karuvolli, Avoli, Karauthakoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; Common. Pomfret; [Place of collection: Kochi, Chennai, Mumbai, Mandapam, Vizag and Goa]"
"P056","Pomfret, snub nose","Trachinotus blochii","E. Snubnose Pampano; Mal. Peeyada; Mar. Ladagoo, Katattitaka; Tam. Kootili; Common. Coastal fish; [Place of collection: Mumbai]"
"P057","Pomfret, white","Pampus argenteus","E. Silver pomfret, White pomfret; B. Chandi, Pomfret; G. Vichuda; Kan. Thondrotte, Thondrette, Manji; Kon. Surangat; Mal. Vellavoli, Karuvolli, Avoli, Velutha-avoli; Mar. Saranga, Chandava, Paplet; O. Chandee, Ghia; Tam. Vella vavval, Karuvaval, Vavval, Vellaivaval; Tel. Thellachanduva, Nallachanduva, Chanduva; Common. Butterfish; [Place of collection: Mumbai and Goa]"
"P058","Pranel","Gerres sp.","E. Whipfin silver biddy, Deepbody mojarra; Kan. Paiya; Mal. Pranjin; Mar. Charbat; Tam. Oodan; Common. Mojarras; [Place of collection: Kochi]"
"P059","Pulli paarai","Gnathanodon speciosus","E. Golden trevally, Golden kingfish, Banded trevally, King trevally, Golden Toothless Trevally, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pilli parah, Pathi Parah, Para, Thenga Parai, Vennai Parai, Kilisai, Pathi parah, Komaraparai, Pulli Parai, Semaparai, Parai; Tel. Pulli Parai, Para, Poloosoo parah, Manjal Parai; Common. Large marine fish; [Place of collection: Chennai]"
"P060","Queen fish","Scomberoides commersonianus","E. Doubledotted Queenfish, Talang Queenfish; G. Sag; Kan. Palaimeenu, Diana; Mal. Palameen; Mar. Dagol; Tam. Toal parah, Katta; Tel. Pasupara; Common. Coastal fish; [Place of collection: Chennai, Kochi and Goa]"
"P061","Raai fish","Lobotes surinamensis","E. Atlantic tripletail, Brown Tripletail, Tripple Tail, Brown Tripletail; G. Katkola; Mal. Parrandee; Mar. Katkola; O. Chota Bekkut; Tam. Musalli; Common. Warm water marine fish; [Place of collection: Chennai and Vizag]"
"P062","Raai vanthu","Epinephelus chlorostigma","E. Brown spotted reef cod, Souman, Brownspotted grouper, Brown spotted grouper, Brownspotted rockcod., Brown spotted reef cod; G. Vekharu, Vekhala; Kan. Guri; Kon. Gobri; Mal. Pulli Kalawa, Kalava; Mar. Hekru, Hekaru; Tam. Kalava; Common. Grouper fish; [Place of collection: Vizag]"
"P063","Rani","Pink perch","Common. Freshwater gamefish; [Place of collection: Goa, Kochi, Chennai, Mumbai, Vizag and Mandapam]"
"P064","Ray fish, bow head, spotted","Rhina ancylostoma","E. Bowmouth guitarfish, Shark ray, Mud skate, Bowmouthed Guitarfish; Mar. Sakshi, Lanj; Tam. Mun ultava; Tel. Pottila sora, Nella dindi; Common. Ray; [Place of collection: Kochi]"
"P065","Red snapper","Lutjanus argentimaculatus","E. Mangrove red snapper, Mangrove jack, Creek red bream, Stuart evader, Dog bream, Purple sea perch, Purple seaperch, Red bass, Red bream, Red perch, Red reef bream, River roman, Rock barramundi, Yellow snapper, Silver spotted Grey Snapper, Gray Snapper, Malabar Red Snapper; G. Ratado; Kan. Chembali; Mal. Murumeen, Pahari, Chemballi; Mar. Tambusa; Tam. Paruthikanni, Patani-keeli, Karuvalai, Nethiprion, Paruthivala Meen, Chenganni, Vekkattai, Thokkal, Cheppili, Karva, Adallu, Vekkattai, Antaleyan; Tel. Rangu, Thundava., Rangoo, Thundava, Kaliviyya; Common. Snapper; [Place of collection: Vizag]"
"P066","Red snapper, small","Priacanthus hamrur","E. Lunar-tailed bigeye, Goggle eye, Moontail bullseye, Red Bullseye, Lunar-tailed Bullseye, Red Big Eye, Crescent Tail Bigeye, Lunar Tailed Bigeye, Dusky-finned Bullseye, Spot-finned Bull`s Eye., Moontail Bullseye, Bigeye Snapper, Black-spot Big-eye, Lunar-tailed Glasseye, Duskyfin Bulleye, Goggle-eye; B. Alta-punti; G. Dorali, Ratado; Kan. Disco Meenu; Mal. Bullsai; Mar. Tambi; O. Alta-punti; Tam. Kakkasi, Paswa; Tel. Bochelu; Common. Marine fish; [Place of collection: Goa]"
"P067","Sadaya","Platax orbicularis","E. Orbicular batfish, Circular batfish, Orbiculate batfish, Round batfish, Orbic batfish; Common. Aquarium fish; [Place of collection: Chennai]"
"P068","Salmon","Salmo salar","E. Atlantic salmon; Common. Ray-finned fish; [Place of collection: Goa]"
"P069","Sangada","Nemipterus japonicus","E. Japanese threadfin bream; Common. Marine fish; [Place of collection: Chennai]"
"P070","Sankata parai","Caranx ignobilis","E. Giant trevally, Lowly trevally, Barrier trevally, Giant kingfish, Ulua, Yellowfin Jack; Mal. Kuluvel; Tel. Jarradandree-parah; Common. Large marine fish; [Place of collection: Chennai]"
"P071","Sardine","Sardinella longiceps","E. Indian oil sardine, Malabar Sardine; G. Tarali; Kan. Baige, Buthai, Boothai, Tarli-multhi; Mal. Nalla Mathi, Nallamathi; Mar. Haird, Kanat, Tarali, Tarli, Haid; Tam. Nonalai, Charlay, Paycharlay, Paichalai; Tel. Noona-kavallu; Common. Ray-finned fish; [Place of collection: Kolkata]"
"P072","Shark","Carcharhinus sorrah","E. Spot-tail shark, Sorrah shark; Kan. Shirat; Mar. Balda, Pisori; Tam. Katta-sorrah; Common. Requiem shark; [Place of collection: Goa and Mandapam]"
"P073","Shark, hammer head","Sphyrna mokarran","E. Great hammerhead; Common. Hammerhead shark; [Place of collection: Kolkata]"
"P074","Shark, spotted","Stegostoma fasciatum","E. Zebra shark; G. Shinawala, Magara, Shinvala, Musia; Mal. Poochasurav, Zebra Sravu; Mal. Shinvala, Mushi, Shinavla; Tam. Komarasi-sorrah, Coruhgun-sorrah, Korangum Sorrah; Tel. Potrava, Komarasi, Orookoolti-sorrah, Pollee-makum, Komrasi, Pollee Makum, Corootoolti-sorrah; Common. Carpet shark; [Place of collection: Kochi]"
"P075","Shelavu","Sphyraena jello","E. Pickhandle barracuda, Banded Barracuda, Sea Pike; G. Bhungar; Kan. Kandai; Mal. Cheelahoo; Mar. Ghalse, Badvi, Jaban-tal, Badri; Tel. Jellow; [Place of collection: Chennai, Goa, Vizag and Kochi]"
"P076","Silan","Silonia silondia","E. Silond catfish, Silondia Vacha, Silong Catfish; A. Dhain, Silan, Utti, Koch; B. Silond; Common. Schilbid catfish; [Place of collection: Kolkata]"
"P077","Silk fish","Beryx sp.","E. Alfonsino, Alfonsin, Longfinned beryx, Red bream, Imperador; Common. Deep oceanic fish; [Place of collection: Kochi]"
"P078","Silver carp","Hypophthalmichthys molitrix","E. Silver carp; Kan. Belli-gende; Common. Freshwater cyprinid fish, Asian carp; [Place of collection: Kolkata]"
"P079","Sole fish","Cynoglossus arel","E. Largescale tongue-sole; Mar. Lep; Common. Tonguefish; [Place of collection: Vizag]"
"P080","Stingray","Dasyatis pastinaca","E. Common stingray, Blue Stingray; Mal. Thirukay; Common. Stingray; [Place of collection: Kolkata]"
"P081","Tarlava","Drepane punctata","E. Spotted sicklefish, Moon-fish, Spotted Bat-fish, Spotted Drepane; G. Chand; Mar. Chand; Tam. Therattai, Painthi; Tel. Thotha, Thetti; [Place of collection: Chennai and Vizag]"
"P082","Tholam","Plectorhinchus schotaf","E. Minstrel sweetlips, Grey Sweetlip; Mar. Harvil; Common. Gamefish; [Place of collection: Chennai and Mandapam]"
"P083","Tilapia","Oreochromis niloticus","E. Nile tilapia; A. Elapi, Japani kawoi; Tam. Tilapia; Common. Tilapia, Cichlid fish; [Place of collection: Kolkata]"
"P084","Tuna","Euthynnus affinis","E. Mackerel tuna, Kawakawa, Little Tuna; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Chuki, Bugudi, Ohaman, Gedar, Kuppa; Tam. Choori-min, Suraly; Common. Ray-finned bony fish; [Place of collection: Chennai, Vizag, Goa, Mandapam and Kochi]"
"P085","Tuna, striped","Katsuwonus pelamis","E. Skipjack tuna, Aku, Arctic bonito, Mushmouth, Oceanic bonito, Striped tuna, Victor fish, Oceanic Skipjack; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Kuppa, Bugudi, Gedar; Common. Medium-sized perciform fish; [Place of collection: Kochi]"
"P086","Valava","Chirocentrus nudus","E. Whitefin wolf-herring, Tenpounder; Tam. Kiru-wahlah; Tel. Wahlah; Common. Herring; [Place of collection: Vizag]"
"P087","Vanjaram","Scomberomorus commerson","E. Narrow-barred Spanish mackerel, Barred Seer Fish, King Seer; G. Surmai, Chhapri; Kan. Thavar; Mal. Ayakora, Chumbum; Mar. Anjai, Anjari, Surmai, Towar; Tam. Ah-ku-lah, Mah-wu-leachi, Mavulasi, Seela, Mah-wu-laachi, Vanjiram, Velra, Konam; Tel. Vanjiramu, Konema, Varimeen, Yellari, Vellikannan, Ayaokaro; Common. Mackerel; [Place of collection: Chennai and Goa]"
"P088","Vela meen","Aprion virescens","E. Green jobfish; Common. Snapper; [Place of collection: Mandapam]"
"P089","Vora","Siganus javus","E. Streaked spinefoot; Mar. Kunar; Tam. Ottah; Tel. Warahwah; Common. Rabbitfish; [Place of collection: Chennai and Mandapam]"
"P090","Whale shark","Galeocerdo cuvier","E. Tiger shark; G. Bhoovar, Bhoavar, Pattari; Kan. Pullia, Pilithatte; Mal. Valiasurav, Vorimiyaru, Kalla-sravu, Kalvari, Pulli Sravu, Kellan, Kethalan, Valiyasurav; Mar. Waghbeer; Tam. Wulluven Sorrah; Tel. Kettalam Sorrah, Kethalam-sorrah, Kethulam, Kurangu-sorrah, Vulluvan-sorrah; Common. Requiem shark; [Place of collection: Mandapam]"
"P091","Xiphinis","Xiphias gladius","E. Swordfish, Broadbills, Sword Fish; G. Kunga, Tadmachhi; Mal. Kuthirameen; Mar. Tadmasa; Common. Billfish, Gamefish, Predatory fish; [Place of collection: Mandapam]"
"P092","Eggs, cat fish","Ompok bimaculatus","E. Butter catfish; Common. Sheatfish; [Place of collection: Kolkata]"
"Q001","Crab","Menippe mercenaria","E. Florida stone crab; [Place of collection: Kolkata]"
"Q002","Crab, sea","Portunus sanguinolentus","E. Three-spot swimming crab, Blood-spotted swimming crab, Red-spotted swimming crab; Common. Large crab; [Place of collection: Chennai]"
"Q003","Lobster, brown","Thenus orientalis","E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai]"
"Q004","Lobster, king size","Thenus orientalis","E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai, Vizag, Mumbai, Kochi, Mandapam and Goa]"
"Q005","Mud crab","Scylla tranquebarica","E. Mangrove crab, Mud crab; [Place of collection: Goa]"
"Q006","Oyster","Crassostrea sp.","E. Indian backwater oyster; Mal. Muringa, Muru; Tam. Kalungu, Ali, Patti; [Place of collection: Goa]"
"Q007","Tiger prawns, brown","Solenocera crassicornis","Common. Marine crustacean; [Place of collection: Chennai]"
"Q008","Tiger Prawns, orange","Penaeus monodon","E. Giant tiger prawn, Asian tiger shrimp; Common. Marine crustacean; [Place of collection: Kochi]"
"R001","Clam, green shell","Perna viridis","E. Asian green mussel, Green-lipped mussel; Mal. Kallumalkai, Kadukka; Common. Mussel, Bivalve; [Place of collection: Goa]"
"R002","Clam, white shell, ribbed","Meretrix meretrix","E. Asiatic Hard Clam; [Place of collection: Goa]"
"R003","Octopus","Octopus vulgaris","E. Common octopus; [Place of collection: Mumbai]"
"R004","Squid, black","Loligo sp.","[Place of collection: Kolkata]"
"R005","Squid, hard shell","Sepia pharaonis","E. Pharaoh cuttlefish; Common. Large cuttlefish; [Place of collection: Goa]"
"R006","Squid, red","Loligo duvauceli","[Place of collection: Chennai and Goa]"
"R007","Squid, white, small","Uroteuthis duvauceli","E. Indian Ocean Squid, Indian Squid; [Place of collection: Mumbai]"
"S001","Cat fish","Tandanus tandanus","E. Eel-tailed catfish, Dewfish, Freshwater catfish, Jewfish, Tandan; Common. Catfish; [Place of collection: Kolkata]"
"S002","Catla","Catla catla","E. Major carp; A. Baudhekra, Bhakua, Baudhekera; B. Katla, Pla Kra Ho; G. Tambra, Thambra, Bawas; H. Catla, Bhakur, Boassa, Katla, Chepti; Kan. Catla; Mal. Karakatla, Catla; Mar. Tambra, Pla Kra Ho, Catla, Katala; O. Bhakur, Bahkur, Barkur; P. Theil, Theila, Thaila; Tam. Meen, Yamaneri Kendai, Theppu Meenu, Japan Kendai, Japankendai, Thoppa, Thoppa-meen, Theppu-meenu, Thoppu Meen, Koora Kendai, Koora-kendai, Kanavi, Thoppameenu; Tel. Botcha, Botchee, Bocha, Bacha, Krishnabotcha; Common. Asian freshwater fish; [Place of collection: Kolkata]"
"S003","Fresh water Eel","Anguilla anguilla","E. European eel; Common. Eel, Catadromous fish; [Place of collection: Kolkata]"
"S004","Gold fish","Carassius auratus","E. Goldfish; Common. Freshwater fish, Aquarium fish; [Place of collection: Kolkata and Bangaluru]"
"S005","Pangas","Pangasianodon hypophthalmus","E. Iridescent shark; Common. Shark catfish; [Place of collection: Kolkata]"
"S006","Rohu","Labeo rohita","E. Rohu, Rui, Roho labeo; A. Rou, Rohiti, Rohitii, Row, Rau, Rui; B. Rahu, Rui, Ruee; H. Bhobhari, Rohu; Kan. Rohu; Mal. Rohitham, Rohu; M. Row; Mar. Rohu, Tambada Massa, Tambada Masa, Tambada-massa; O. Rohu, Ruhu, Rohi; P. Dumra, Tapra, Rohu, Dhambra; Tam. Kannadi Kendai, Kennadi Kendai; Tel. Bocha-gandumeenu; Common. Carp fish; [Place of collection: Kolkata]"
"S007","Crab","Pachygrapsus sp.","Common. Small shore crab; [Place of collection: Kolkata]"
"S008","Prawns, big","Macrobrachium rosenbergii","E. Giant freshwater prawn, Giant river prawn; Common. Palaemonid freshwater prawn, Shrimp; [Place of collection: Bengaluru]"
"S009","Prawns, small","Macrobrachium sp.","Common. Shrimp; [Place of collection: Mumbai]"
"S010","Tiger prawns","Macrobrachium sp.","Common. Shrimp; [Place of collection: Kolkata]"
